,STATES,District_Name,Crop_Year,Season,Crop
27,Andaman and Nicobar Islands,NICOBARS,2003,Kharif     ,Rice
28,Andaman and Nicobar Islands,NICOBARS,2003,Whole Year ,Arecanut
29,Andaman and Nicobar Islands,NICOBARS,2003,Whole Year ,Banana
30,Andaman and Nicobar Islands,NICOBARS,2003,Whole Year ,Black pepper
31,Andaman and Nicobar Islands,NICOBARS,2003,Whole Year ,Cashewnut
32,Andaman and Nicobar Islands,NICOBARS,2003,Whole Year ,Coconut 
33,Andaman and Nicobar Islands,NICOBARS,2003,Whole Year ,Dry chillies
34,Andaman and Nicobar Islands,NICOBARS,2003,Whole Year ,Dry ginger
35,Andaman and Nicobar Islands,NICOBARS,2003,Whole Year ,other oilseeds
139,Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Kharif     ,Rice
140,Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year ,Arecanut
141,Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year ,Banana
142,Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year ,Black pepper
143,Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year ,Cashewnut
144,Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year ,Coconut 
145,Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year ,Dry chillies
146,Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year ,Dry ginger
147,Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year ,other oilseeds
148,Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year ,Sugarcane
438,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Arhar/Tur
439,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Bajra
440,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Castor seed
441,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Cotton(lint)
442,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Dry chillies
443,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Groundnut
444,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Horse-gram
445,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Jowar
446,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Korra
447,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Maize
448,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Moong(Green Gram)
449,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Onion
450,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Other Kharif pulses
451,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Ragi
452,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Rice
453,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Samai
454,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Small millets
455,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Soyabean
456,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Sunflower
457,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Urad
458,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Bajra
459,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Dry chillies
460,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Gram
461,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Groundnut
462,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Horse-gram
463,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Jowar
464,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Linseed
465,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Maize
466,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Moong(Green Gram)
467,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Onion
468,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Other  Rabi pulses
469,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Ragi
470,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Rice
471,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Safflower
472,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Small millets
473,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Wheat
474,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Arecanut
475,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Banana
476,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Bhindi
477,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Brinjal
478,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Citrus Fruit
479,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Coconut 
480,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Coriander
481,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Cucumber
482,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Grapes
483,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Mango
484,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Orange
485,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Other Fresh Fruits
486,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Other Vegetables
487,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Papaya
488,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Pome Fruit
489,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Sugarcane
490,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Sweet potato
491,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Tobacco
492,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Tomato
1223,Andhra Pradesh,CHITTOOR,2003,Kharif     ,Arhar/Tur
1224,Andhra Pradesh,CHITTOOR,2003,Kharif     ,Bajra
1225,Andhra Pradesh,CHITTOOR,2003,Kharif     ,Castor seed
1226,Andhra Pradesh,CHITTOOR,2003,Kharif     ,Dry chillies
1227,Andhra Pradesh,CHITTOOR,2003,Kharif     ,Groundnut
1228,Andhra Pradesh,CHITTOOR,2003,Kharif     ,Horse-gram
1229,Andhra Pradesh,CHITTOOR,2003,Kharif     ,Jowar
1230,Andhra Pradesh,CHITTOOR,2003,Kharif     ,Korra
1231,Andhra Pradesh,CHITTOOR,2003,Kharif     ,Maize
1232,Andhra Pradesh,CHITTOOR,2003,Kharif     ,Mesta
1233,Andhra Pradesh,CHITTOOR,2003,Kharif     ,Moong(Green Gram)
1234,Andhra Pradesh,CHITTOOR,2003,Kharif     ,Onion
1235,Andhra Pradesh,CHITTOOR,2003,Kharif     ,Other Kharif pulses
1236,Andhra Pradesh,CHITTOOR,2003,Kharif     ,Ragi
1237,Andhra Pradesh,CHITTOOR,2003,Kharif     ,Rice
1238,Andhra Pradesh,CHITTOOR,2003,Kharif     ,Samai
1239,Andhra Pradesh,CHITTOOR,2003,Kharif     ,Sesamum
1240,Andhra Pradesh,CHITTOOR,2003,Kharif     ,Small millets
1241,Andhra Pradesh,CHITTOOR,2003,Kharif     ,Sunflower
1242,Andhra Pradesh,CHITTOOR,2003,Kharif     ,Urad
1243,Andhra Pradesh,CHITTOOR,2003,Rabi       ,Arhar/Tur
1244,Andhra Pradesh,CHITTOOR,2003,Rabi       ,Bajra
1245,Andhra Pradesh,CHITTOOR,2003,Rabi       ,Dry chillies
1246,Andhra Pradesh,CHITTOOR,2003,Rabi       ,Groundnut
1247,Andhra Pradesh,CHITTOOR,2003,Rabi       ,Horse-gram
1248,Andhra Pradesh,CHITTOOR,2003,Rabi       ,Jowar
1249,Andhra Pradesh,CHITTOOR,2003,Rabi       ,Linseed
1250,Andhra Pradesh,CHITTOOR,2003,Rabi       ,Maize
1251,Andhra Pradesh,CHITTOOR,2003,Rabi       ,Moong(Green Gram)
1252,Andhra Pradesh,CHITTOOR,2003,Rabi       ,Onion
1253,Andhra Pradesh,CHITTOOR,2003,Rabi       ,Other  Rabi pulses
1254,Andhra Pradesh,CHITTOOR,2003,Rabi       ,Ragi
1255,Andhra Pradesh,CHITTOOR,2003,Rabi       ,Rice
1256,Andhra Pradesh,CHITTOOR,2003,Rabi       ,Sesamum
1257,Andhra Pradesh,CHITTOOR,2003,Rabi       ,Urad
1258,Andhra Pradesh,CHITTOOR,2003,Rabi       ,Wheat
1259,Andhra Pradesh,CHITTOOR,2003,Whole Year ,Banana
1260,Andhra Pradesh,CHITTOOR,2003,Whole Year ,Beans & Mutter(Vegetable)
1261,Andhra Pradesh,CHITTOOR,2003,Whole Year ,Bhindi
1262,Andhra Pradesh,CHITTOOR,2003,Whole Year ,Brinjal
1263,Andhra Pradesh,CHITTOOR,2003,Whole Year ,Cabbage
1264,Andhra Pradesh,CHITTOOR,2003,Whole Year ,Cashewnut
1265,Andhra Pradesh,CHITTOOR,2003,Whole Year ,Citrus Fruit
1266,Andhra Pradesh,CHITTOOR,2003,Whole Year ,Coconut 
1267,Andhra Pradesh,CHITTOOR,2003,Whole Year ,Coriander
1268,Andhra Pradesh,CHITTOOR,2003,Whole Year ,Cucumber
1269,Andhra Pradesh,CHITTOOR,2003,Whole Year ,Grapes
1270,Andhra Pradesh,CHITTOOR,2003,Whole Year ,Mango
1271,Andhra Pradesh,CHITTOOR,2003,Whole Year ,Orange
1272,Andhra Pradesh,CHITTOOR,2003,Whole Year ,Other Fresh Fruits
1273,Andhra Pradesh,CHITTOOR,2003,Whole Year ,Other Vegetables
1274,Andhra Pradesh,CHITTOOR,2003,Whole Year ,Papaya
1275,Andhra Pradesh,CHITTOOR,2003,Whole Year ,Pome Fruit
1276,Andhra Pradesh,CHITTOOR,2003,Whole Year ,Potato
1277,Andhra Pradesh,CHITTOOR,2003,Whole Year ,Sugarcane
1278,Andhra Pradesh,CHITTOOR,2003,Whole Year ,Sweet potato
1279,Andhra Pradesh,CHITTOOR,2003,Whole Year ,Tobacco
1280,Andhra Pradesh,CHITTOOR,2003,Whole Year ,Tomato
1281,Andhra Pradesh,CHITTOOR,2003,Whole Year ,Turmeric
2016,Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Arhar/Tur
2017,Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Bajra
2018,Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Cotton(lint)
2019,Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Dry chillies
2020,Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Groundnut
2021,Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Jowar
2022,Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Korra
2023,Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Maize
2024,Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Mesta
2025,Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Moong(Green Gram)
2026,Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Niger seed
2027,Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Onion
2028,Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Other Kharif pulses
2029,Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Ragi
2030,Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Rice
2031,Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Samai
2032,Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Sesamum
2033,Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Small millets
2034,Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Sunflower
2035,Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Urad
2036,Andhra Pradesh,EAST GODAVARI,2003,Rabi       ,Dry chillies
2037,Andhra Pradesh,EAST GODAVARI,2003,Rabi       ,Gram
2038,Andhra Pradesh,EAST GODAVARI,2003,Rabi       ,Groundnut
2039,Andhra Pradesh,EAST GODAVARI,2003,Rabi       ,Horse-gram
2040,Andhra Pradesh,EAST GODAVARI,2003,Rabi       ,Maize
2041,Andhra Pradesh,EAST GODAVARI,2003,Rabi       ,Moong(Green Gram)
2042,Andhra Pradesh,EAST GODAVARI,2003,Rabi       ,Onion
2043,Andhra Pradesh,EAST GODAVARI,2003,Rabi       ,other oilseeds
2044,Andhra Pradesh,EAST GODAVARI,2003,Rabi       ,Ragi
2045,Andhra Pradesh,EAST GODAVARI,2003,Rabi       ,Rice
2046,Andhra Pradesh,EAST GODAVARI,2003,Rabi       ,Sesamum
2047,Andhra Pradesh,EAST GODAVARI,2003,Rabi       ,Urad
2048,Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Arecanut
2049,Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Banana
2050,Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Beans & Mutter(Vegetable)
2051,Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Bhindi
2052,Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Bottle Gourd
2053,Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Brinjal
2054,Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Cabbage
2055,Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Cashewnut
2056,Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Citrus Fruit
2057,Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Coconut 
2058,Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Coriander
2059,Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Cucumber
2060,Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Mango
2061,Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Orange
2062,Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Other Fresh Fruits
2063,Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Other Vegetables
2064,Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Papaya
2065,Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Pome Fruit
2066,Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Sugarcane
2067,Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Sweet potato
2068,Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Tapioca
2069,Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Tobacco
2070,Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Tomato
2071,Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Turmeric
2755,Andhra Pradesh,GUNTUR,2003,Kharif     ,Arhar/Tur
2756,Andhra Pradesh,GUNTUR,2003,Kharif     ,Bajra
2757,Andhra Pradesh,GUNTUR,2003,Kharif     ,Castor seed
2758,Andhra Pradesh,GUNTUR,2003,Kharif     ,Cotton(lint)
2759,Andhra Pradesh,GUNTUR,2003,Kharif     ,Dry chillies
2760,Andhra Pradesh,GUNTUR,2003,Kharif     ,Gram
2761,Andhra Pradesh,GUNTUR,2003,Kharif     ,Groundnut
2762,Andhra Pradesh,GUNTUR,2003,Kharif     ,Jowar
2763,Andhra Pradesh,GUNTUR,2003,Kharif     ,Maize
2764,Andhra Pradesh,GUNTUR,2003,Kharif     ,Moong(Green Gram)
2765,Andhra Pradesh,GUNTUR,2003,Kharif     ,Onion
2766,Andhra Pradesh,GUNTUR,2003,Kharif     ,Rice
2767,Andhra Pradesh,GUNTUR,2003,Kharif     ,Sesamum
2768,Andhra Pradesh,GUNTUR,2003,Kharif     ,Soyabean
2769,Andhra Pradesh,GUNTUR,2003,Kharif     ,Sunflower
2770,Andhra Pradesh,GUNTUR,2003,Kharif     ,Urad
2771,Andhra Pradesh,GUNTUR,2003,Rabi       ,Arhar/Tur
2772,Andhra Pradesh,GUNTUR,2003,Rabi       ,Bajra
2773,Andhra Pradesh,GUNTUR,2003,Rabi       ,Dry chillies
2774,Andhra Pradesh,GUNTUR,2003,Rabi       ,Gram
2775,Andhra Pradesh,GUNTUR,2003,Rabi       ,Groundnut
2776,Andhra Pradesh,GUNTUR,2003,Rabi       ,Jowar
2777,Andhra Pradesh,GUNTUR,2003,Rabi       ,Maize
2778,Andhra Pradesh,GUNTUR,2003,Rabi       ,Moong(Green Gram)
2779,Andhra Pradesh,GUNTUR,2003,Rabi       ,Onion
2780,Andhra Pradesh,GUNTUR,2003,Rabi       ,other oilseeds
2781,Andhra Pradesh,GUNTUR,2003,Rabi       ,Rapeseed &Mustard
2782,Andhra Pradesh,GUNTUR,2003,Rabi       ,Rice
2783,Andhra Pradesh,GUNTUR,2003,Rabi       ,Safflower
2784,Andhra Pradesh,GUNTUR,2003,Rabi       ,Sesamum
2785,Andhra Pradesh,GUNTUR,2003,Rabi       ,Small millets
2786,Andhra Pradesh,GUNTUR,2003,Rabi       ,Urad
2787,Andhra Pradesh,GUNTUR,2003,Rabi       ,Varagu
2788,Andhra Pradesh,GUNTUR,2003,Whole Year ,Banana
2789,Andhra Pradesh,GUNTUR,2003,Whole Year ,Beans & Mutter(Vegetable)
2790,Andhra Pradesh,GUNTUR,2003,Whole Year ,Bhindi
2791,Andhra Pradesh,GUNTUR,2003,Whole Year ,Bottle Gourd
2792,Andhra Pradesh,GUNTUR,2003,Whole Year ,Brinjal
2793,Andhra Pradesh,GUNTUR,2003,Whole Year ,Cabbage
2794,Andhra Pradesh,GUNTUR,2003,Whole Year ,Cashewnut
2795,Andhra Pradesh,GUNTUR,2003,Whole Year ,Citrus Fruit
2796,Andhra Pradesh,GUNTUR,2003,Whole Year ,Coconut 
2797,Andhra Pradesh,GUNTUR,2003,Whole Year ,Coriander
2798,Andhra Pradesh,GUNTUR,2003,Whole Year ,Cucumber
2799,Andhra Pradesh,GUNTUR,2003,Whole Year ,Mango
2800,Andhra Pradesh,GUNTUR,2003,Whole Year ,Orange
2801,Andhra Pradesh,GUNTUR,2003,Whole Year ,Other Fresh Fruits
2802,Andhra Pradesh,GUNTUR,2003,Whole Year ,Other Vegetables
2803,Andhra Pradesh,GUNTUR,2003,Whole Year ,Papaya
2804,Andhra Pradesh,GUNTUR,2003,Whole Year ,Pome Fruit
2805,Andhra Pradesh,GUNTUR,2003,Whole Year ,Sugarcane
2806,Andhra Pradesh,GUNTUR,2003,Whole Year ,Sweet potato
2807,Andhra Pradesh,GUNTUR,2003,Whole Year ,Tobacco
2808,Andhra Pradesh,GUNTUR,2003,Whole Year ,Tomato
2809,Andhra Pradesh,GUNTUR,2003,Whole Year ,Turmeric
3472,Andhra Pradesh,KADAPA,2003,Kharif     ,Arhar/Tur
3473,Andhra Pradesh,KADAPA,2003,Kharif     ,Bajra
3474,Andhra Pradesh,KADAPA,2003,Kharif     ,Castor seed
3475,Andhra Pradesh,KADAPA,2003,Kharif     ,Cotton(lint)
3476,Andhra Pradesh,KADAPA,2003,Kharif     ,Dry chillies
3477,Andhra Pradesh,KADAPA,2003,Kharif     ,Groundnut
3478,Andhra Pradesh,KADAPA,2003,Kharif     ,Horse-gram
3479,Andhra Pradesh,KADAPA,2003,Kharif     ,Jowar
3480,Andhra Pradesh,KADAPA,2003,Kharif     ,Korra
3481,Andhra Pradesh,KADAPA,2003,Kharif     ,Maize
3482,Andhra Pradesh,KADAPA,2003,Kharif     ,Moong(Green Gram)
3483,Andhra Pradesh,KADAPA,2003,Kharif     ,Onion
3484,Andhra Pradesh,KADAPA,2003,Kharif     ,Ragi
3485,Andhra Pradesh,KADAPA,2003,Kharif     ,Rice
3486,Andhra Pradesh,KADAPA,2003,Kharif     ,Sesamum
3487,Andhra Pradesh,KADAPA,2003,Kharif     ,Small millets
3488,Andhra Pradesh,KADAPA,2003,Kharif     ,Sunflower
3489,Andhra Pradesh,KADAPA,2003,Kharif     ,Urad
3490,Andhra Pradesh,KADAPA,2003,Rabi       ,Arhar/Tur
3491,Andhra Pradesh,KADAPA,2003,Rabi       ,Bajra
3492,Andhra Pradesh,KADAPA,2003,Rabi       ,Dry chillies
3493,Andhra Pradesh,KADAPA,2003,Rabi       ,Gram
3494,Andhra Pradesh,KADAPA,2003,Rabi       ,Groundnut
3495,Andhra Pradesh,KADAPA,2003,Rabi       ,Horse-gram
3496,Andhra Pradesh,KADAPA,2003,Rabi       ,Jowar
3497,Andhra Pradesh,KADAPA,2003,Rabi       ,Maize
3498,Andhra Pradesh,KADAPA,2003,Rabi       ,Onion
3499,Andhra Pradesh,KADAPA,2003,Rabi       ,other oilseeds
3500,Andhra Pradesh,KADAPA,2003,Rabi       ,Ragi
3501,Andhra Pradesh,KADAPA,2003,Rabi       ,Rice
3502,Andhra Pradesh,KADAPA,2003,Rabi       ,Sesamum
3503,Andhra Pradesh,KADAPA,2003,Rabi       ,Small millets
3504,Andhra Pradesh,KADAPA,2003,Rabi       ,Urad
3505,Andhra Pradesh,KADAPA,2003,Rabi       ,Wheat
3506,Andhra Pradesh,KADAPA,2003,Whole Year ,Banana
3507,Andhra Pradesh,KADAPA,2003,Whole Year ,Beans & Mutter(Vegetable)
3508,Andhra Pradesh,KADAPA,2003,Whole Year ,Bhindi
3509,Andhra Pradesh,KADAPA,2003,Whole Year ,Brinjal
3510,Andhra Pradesh,KADAPA,2003,Whole Year ,Cashewnut
3511,Andhra Pradesh,KADAPA,2003,Whole Year ,Citrus Fruit
3512,Andhra Pradesh,KADAPA,2003,Whole Year ,Coconut 
3513,Andhra Pradesh,KADAPA,2003,Whole Year ,Coriander
3514,Andhra Pradesh,KADAPA,2003,Whole Year ,Cucumber
3515,Andhra Pradesh,KADAPA,2003,Whole Year ,Mango
3516,Andhra Pradesh,KADAPA,2003,Whole Year ,Orange
3517,Andhra Pradesh,KADAPA,2003,Whole Year ,Other Fresh Fruits
3518,Andhra Pradesh,KADAPA,2003,Whole Year ,Other Vegetables
3519,Andhra Pradesh,KADAPA,2003,Whole Year ,Papaya
3520,Andhra Pradesh,KADAPA,2003,Whole Year ,Pome Fruit
3521,Andhra Pradesh,KADAPA,2003,Whole Year ,Sugarcane
3522,Andhra Pradesh,KADAPA,2003,Whole Year ,Sweet potato
3523,Andhra Pradesh,KADAPA,2003,Whole Year ,Tobacco
3524,Andhra Pradesh,KADAPA,2003,Whole Year ,Tomato
3525,Andhra Pradesh,KADAPA,2003,Whole Year ,Turmeric
4255,Andhra Pradesh,KRISHNA,2003,Kharif     ,Arhar/Tur
4256,Andhra Pradesh,KRISHNA,2003,Kharif     ,Bajra
4257,Andhra Pradesh,KRISHNA,2003,Kharif     ,Castor seed
4258,Andhra Pradesh,KRISHNA,2003,Kharif     ,Cotton(lint)
4259,Andhra Pradesh,KRISHNA,2003,Kharif     ,Dry chillies
4260,Andhra Pradesh,KRISHNA,2003,Kharif     ,Gram
4261,Andhra Pradesh,KRISHNA,2003,Kharif     ,Groundnut
4262,Andhra Pradesh,KRISHNA,2003,Kharif     ,Horse-gram
4263,Andhra Pradesh,KRISHNA,2003,Kharif     ,Jowar
4264,Andhra Pradesh,KRISHNA,2003,Kharif     ,Maize
4265,Andhra Pradesh,KRISHNA,2003,Kharif     ,Moong(Green Gram)
4266,Andhra Pradesh,KRISHNA,2003,Kharif     ,Onion
4267,Andhra Pradesh,KRISHNA,2003,Kharif     ,Rice
4268,Andhra Pradesh,KRISHNA,2003,Kharif     ,Sesamum
4269,Andhra Pradesh,KRISHNA,2003,Kharif     ,Sunflower
4270,Andhra Pradesh,KRISHNA,2003,Kharif     ,Urad
4271,Andhra Pradesh,KRISHNA,2003,Rabi       ,Dry chillies
4272,Andhra Pradesh,KRISHNA,2003,Rabi       ,Gram
4273,Andhra Pradesh,KRISHNA,2003,Rabi       ,Groundnut
4274,Andhra Pradesh,KRISHNA,2003,Rabi       ,Horse-gram
4275,Andhra Pradesh,KRISHNA,2003,Rabi       ,Jowar
4276,Andhra Pradesh,KRISHNA,2003,Rabi       ,Maize
4277,Andhra Pradesh,KRISHNA,2003,Rabi       ,Moong(Green Gram)
4278,Andhra Pradesh,KRISHNA,2003,Rabi       ,Onion
4279,Andhra Pradesh,KRISHNA,2003,Rabi       ,other oilseeds
4280,Andhra Pradesh,KRISHNA,2003,Rabi       ,Rapeseed &Mustard
4281,Andhra Pradesh,KRISHNA,2003,Rabi       ,Rice
4282,Andhra Pradesh,KRISHNA,2003,Rabi       ,Sesamum
4283,Andhra Pradesh,KRISHNA,2003,Rabi       ,Urad
4284,Andhra Pradesh,KRISHNA,2003,Whole Year ,Arecanut
4285,Andhra Pradesh,KRISHNA,2003,Whole Year ,Banana
4286,Andhra Pradesh,KRISHNA,2003,Whole Year ,Beans & Mutter(Vegetable)
4287,Andhra Pradesh,KRISHNA,2003,Whole Year ,Bhindi
4288,Andhra Pradesh,KRISHNA,2003,Whole Year ,Bottle Gourd
4289,Andhra Pradesh,KRISHNA,2003,Whole Year ,Brinjal
4290,Andhra Pradesh,KRISHNA,2003,Whole Year ,Cabbage
4291,Andhra Pradesh,KRISHNA,2003,Whole Year ,Cashewnut
4292,Andhra Pradesh,KRISHNA,2003,Whole Year ,Citrus Fruit
4293,Andhra Pradesh,KRISHNA,2003,Whole Year ,Coconut 
4294,Andhra Pradesh,KRISHNA,2003,Whole Year ,Coriander
4295,Andhra Pradesh,KRISHNA,2003,Whole Year ,Cucumber
4296,Andhra Pradesh,KRISHNA,2003,Whole Year ,Dry ginger
4297,Andhra Pradesh,KRISHNA,2003,Whole Year ,Mango
4298,Andhra Pradesh,KRISHNA,2003,Whole Year ,Orange
4299,Andhra Pradesh,KRISHNA,2003,Whole Year ,Other Fresh Fruits
4300,Andhra Pradesh,KRISHNA,2003,Whole Year ,Other Vegetables
4301,Andhra Pradesh,KRISHNA,2003,Whole Year ,Papaya
4302,Andhra Pradesh,KRISHNA,2003,Whole Year ,Pome Fruit
4303,Andhra Pradesh,KRISHNA,2003,Whole Year ,Sugarcane
4304,Andhra Pradesh,KRISHNA,2003,Whole Year ,Sweet potato
4305,Andhra Pradesh,KRISHNA,2003,Whole Year ,Tobacco
4306,Andhra Pradesh,KRISHNA,2003,Whole Year ,Tomato
4307,Andhra Pradesh,KRISHNA,2003,Whole Year ,Turmeric
4940,Andhra Pradesh,KURNOOL,2003,Kharif     ,Arhar/Tur
4941,Andhra Pradesh,KURNOOL,2003,Kharif     ,Bajra
4942,Andhra Pradesh,KURNOOL,2003,Kharif     ,Castor seed
4943,Andhra Pradesh,KURNOOL,2003,Kharif     ,Cotton(lint)
4944,Andhra Pradesh,KURNOOL,2003,Kharif     ,Dry chillies
4945,Andhra Pradesh,KURNOOL,2003,Kharif     ,Groundnut
4946,Andhra Pradesh,KURNOOL,2003,Kharif     ,Horse-gram
4947,Andhra Pradesh,KURNOOL,2003,Kharif     ,Jowar
4948,Andhra Pradesh,KURNOOL,2003,Kharif     ,Korra
4949,Andhra Pradesh,KURNOOL,2003,Kharif     ,Maize
4950,Andhra Pradesh,KURNOOL,2003,Kharif     ,Moong(Green Gram)
4951,Andhra Pradesh,KURNOOL,2003,Kharif     ,Onion
4952,Andhra Pradesh,KURNOOL,2003,Kharif     ,Other Kharif pulses
4953,Andhra Pradesh,KURNOOL,2003,Kharif     ,Ragi
4954,Andhra Pradesh,KURNOOL,2003,Kharif     ,Rice
4955,Andhra Pradesh,KURNOOL,2003,Kharif     ,Sesamum
4956,Andhra Pradesh,KURNOOL,2003,Kharif     ,Small millets
4957,Andhra Pradesh,KURNOOL,2003,Kharif     ,Sunflower
4958,Andhra Pradesh,KURNOOL,2003,Kharif     ,Urad
4959,Andhra Pradesh,KURNOOL,2003,Rabi       ,Arhar/Tur
4960,Andhra Pradesh,KURNOOL,2003,Rabi       ,Bajra
4961,Andhra Pradesh,KURNOOL,2003,Rabi       ,Dry chillies
4962,Andhra Pradesh,KURNOOL,2003,Rabi       ,Gram
4963,Andhra Pradesh,KURNOOL,2003,Rabi       ,Groundnut
4964,Andhra Pradesh,KURNOOL,2003,Rabi       ,Horse-gram
