,STATES,District_Name,Crop_Year,Season,Crop
189903,Tamil Nadu,VELLORE,2003,Whole Year ,Bhindi
189904,Tamil Nadu,VELLORE,2003,Whole Year ,Bitter Gourd
189905,Tamil Nadu,VELLORE,2003,Whole Year ,Brinjal
189906,Tamil Nadu,VELLORE,2003,Whole Year ,Cabbage
189907,Tamil Nadu,VELLORE,2003,Whole Year ,Cashewnut
189908,Tamil Nadu,VELLORE,2003,Whole Year ,Citrus Fruit
189909,Tamil Nadu,VELLORE,2003,Whole Year ,Coconut 
189910,Tamil Nadu,VELLORE,2003,Whole Year ,Coriander
189911,Tamil Nadu,VELLORE,2003,Whole Year ,Cucumber
189912,Tamil Nadu,VELLORE,2003,Whole Year ,Drum Stick
189913,Tamil Nadu,VELLORE,2003,Whole Year ,Dry chillies
189914,Tamil Nadu,VELLORE,2003,Whole Year ,Garlic
189915,Tamil Nadu,VELLORE,2003,Whole Year ,Grapes
189916,Tamil Nadu,VELLORE,2003,Whole Year ,Jack Fruit
189917,Tamil Nadu,VELLORE,2003,Whole Year ,Lab-Lab
189918,Tamil Nadu,VELLORE,2003,Whole Year ,Litchi
189919,Tamil Nadu,VELLORE,2003,Whole Year ,Mango
189920,Tamil Nadu,VELLORE,2003,Whole Year ,Onion
189921,Tamil Nadu,VELLORE,2003,Whole Year ,Orange
189922,Tamil Nadu,VELLORE,2003,Whole Year ,Other Citrus Fruit
189923,Tamil Nadu,VELLORE,2003,Whole Year ,Other Fresh Fruits
189924,Tamil Nadu,VELLORE,2003,Whole Year ,Other Vegetables
189925,Tamil Nadu,VELLORE,2003,Whole Year ,Papaya
189926,Tamil Nadu,VELLORE,2003,Whole Year ,Pineapple
189927,Tamil Nadu,VELLORE,2003,Whole Year ,Pome Fruit
189928,Tamil Nadu,VELLORE,2003,Whole Year ,Pome Granet
189929,Tamil Nadu,VELLORE,2003,Whole Year ,Pump Kin
189930,Tamil Nadu,VELLORE,2003,Whole Year ,Redish
189931,Tamil Nadu,VELLORE,2003,Whole Year ,Ribed Guard
189932,Tamil Nadu,VELLORE,2003,Whole Year ,Snak Guard
189933,Tamil Nadu,VELLORE,2003,Whole Year ,Sugarcane
189934,Tamil Nadu,VELLORE,2003,Whole Year ,Sweet potato
189935,Tamil Nadu,VELLORE,2003,Whole Year ,Tapioca
189936,Tamil Nadu,VELLORE,2003,Whole Year ,Tomato
189937,Tamil Nadu,VELLORE,2003,Whole Year ,Turmeric
189938,Tamil Nadu,VELLORE,2003,Whole Year ,Water Melon
189939,Tamil Nadu,VELLORE,2003,Whole Year ,Yam
190402,Tamil Nadu,VILLUPURAM,2003,Kharif     ,Arhar/Tur
190403,Tamil Nadu,VILLUPURAM,2003,Kharif     ,Bajra
190404,Tamil Nadu,VILLUPURAM,2003,Kharif     ,Castor seed
190405,Tamil Nadu,VILLUPURAM,2003,Kharif     ,Cotton(lint)
190406,Tamil Nadu,VILLUPURAM,2003,Kharif     ,Groundnut
190407,Tamil Nadu,VILLUPURAM,2003,Kharif     ,Horse-gram
190408,Tamil Nadu,VILLUPURAM,2003,Kharif     ,Jowar
190409,Tamil Nadu,VILLUPURAM,2003,Kharif     ,Korra
190410,Tamil Nadu,VILLUPURAM,2003,Kharif     ,Maize
190411,Tamil Nadu,VILLUPURAM,2003,Kharif     ,Moong(Green Gram)
190412,Tamil Nadu,VILLUPURAM,2003,Kharif     ,Other Kharif pulses
190413,Tamil Nadu,VILLUPURAM,2003,Kharif     ,Ragi
190414,Tamil Nadu,VILLUPURAM,2003,Kharif     ,Rice
190415,Tamil Nadu,VILLUPURAM,2003,Kharif     ,Sesamum
190416,Tamil Nadu,VILLUPURAM,2003,Kharif     ,Small millets
190417,Tamil Nadu,VILLUPURAM,2003,Kharif     ,Sunflower
190418,Tamil Nadu,VILLUPURAM,2003,Kharif     ,Urad
190419,Tamil Nadu,VILLUPURAM,2003,Kharif     ,Varagu
190420,Tamil Nadu,VILLUPURAM,2003,Rabi       ,Gram
190421,Tamil Nadu,VILLUPURAM,2003,Rabi       ,Rapeseed &Mustard
190422,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Ash Gourd
190423,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Banana
190424,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Bhindi
190425,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Bitter Gourd
190426,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Bottle Gourd
190427,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Brinjal
190428,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Cashewnut
190429,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Citrus Fruit
190430,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Coconut 
190431,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Coriander
190432,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Cucumber
190433,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Drum Stick
190434,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Dry chillies
190435,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Jack Fruit
190436,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Lab-Lab
190437,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Mango
190438,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Onion
190439,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Other Citrus Fruit
190440,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Other Fresh Fruits
190441,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Other Vegetables
190442,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Papaya
190443,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Pome Fruit
190444,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Pump Kin
190445,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Redish
190446,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Ribed Guard
190447,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Snak Guard
190448,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Sugarcane
190449,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Sweet potato
190450,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Tapioca
190451,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Tomato
190452,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Turmeric
190453,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Water Melon
190454,Tamil Nadu,VILLUPURAM,2003,Whole Year ,Yam
190894,Tamil Nadu,VIRUDHUNAGAR,2003,Kharif     ,Arhar/Tur
190895,Tamil Nadu,VIRUDHUNAGAR,2003,Kharif     ,Bajra
190896,Tamil Nadu,VIRUDHUNAGAR,2003,Kharif     ,Castor seed
190897,Tamil Nadu,VIRUDHUNAGAR,2003,Kharif     ,Cotton(lint)
190898,Tamil Nadu,VIRUDHUNAGAR,2003,Kharif     ,Groundnut
190899,Tamil Nadu,VIRUDHUNAGAR,2003,Kharif     ,Horse-gram
190900,Tamil Nadu,VIRUDHUNAGAR,2003,Kharif     ,Jowar
190901,Tamil Nadu,VIRUDHUNAGAR,2003,Kharif     ,Korra
190902,Tamil Nadu,VIRUDHUNAGAR,2003,Kharif     ,Maize
190903,Tamil Nadu,VIRUDHUNAGAR,2003,Kharif     ,Moong(Green Gram)
190904,Tamil Nadu,VIRUDHUNAGAR,2003,Kharif     ,Other Kharif pulses
190905,Tamil Nadu,VIRUDHUNAGAR,2003,Kharif     ,Ragi
190906,Tamil Nadu,VIRUDHUNAGAR,2003,Kharif     ,Rice
190907,Tamil Nadu,VIRUDHUNAGAR,2003,Kharif     ,Sesamum
190908,Tamil Nadu,VIRUDHUNAGAR,2003,Kharif     ,Small millets
190909,Tamil Nadu,VIRUDHUNAGAR,2003,Kharif     ,Sunflower
190910,Tamil Nadu,VIRUDHUNAGAR,2003,Kharif     ,Urad
190911,Tamil Nadu,VIRUDHUNAGAR,2003,Rabi       ,Gram
190912,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Arecanut
190913,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Ash Gourd
190914,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Banana
190915,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Ber
190916,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Bhindi
190917,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Bitter Gourd
190918,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Bottle Gourd
190919,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Brinjal
190920,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Cardamom
190921,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Cashewnut
190922,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Citrus Fruit
190923,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Coconut 
190924,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Coriander
190925,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Cucumber
190926,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Drum Stick
190927,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Dry chillies
190928,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Jack Fruit
190929,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Lab-Lab
190930,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Mango
190931,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Onion
190932,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Orange
190933,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Other Citrus Fruit
190934,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Other Fresh Fruits
190935,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Other Vegetables
190936,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Papaya
190937,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Pome Fruit
190938,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Pome Granet
190939,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Pump Kin
190940,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Ribed Guard
190941,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Snak Guard
190942,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Sugarcane
190943,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Sweet potato
190944,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Tapioca
190945,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Tomato
190946,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Water Melon
190947,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Yam
191443,Telangana ,ADILABAD,2003,Kharif     ,Arhar/Tur
191444,Telangana ,ADILABAD,2003,Kharif     ,Castor seed
191445,Telangana ,ADILABAD,2003,Kharif     ,Cotton(lint)
191446,Telangana ,ADILABAD,2003,Kharif     ,Dry chillies
191447,Telangana ,ADILABAD,2003,Kharif     ,Groundnut
191448,Telangana ,ADILABAD,2003,Kharif     ,Horse-gram
191449,Telangana ,ADILABAD,2003,Kharif     ,Jowar
191450,Telangana ,ADILABAD,2003,Kharif     ,Maize
191451,Telangana ,ADILABAD,2003,Kharif     ,Moong(Green Gram)
191452,Telangana ,ADILABAD,2003,Kharif     ,Onion
191453,Telangana ,ADILABAD,2003,Kharif     ,Other Kharif pulses
191454,Telangana ,ADILABAD,2003,Kharif     ,Rice
191455,Telangana ,ADILABAD,2003,Kharif     ,Samai
191456,Telangana ,ADILABAD,2003,Kharif     ,Sesamum
191457,Telangana ,ADILABAD,2003,Kharif     ,Small millets
191458,Telangana ,ADILABAD,2003,Kharif     ,Soyabean
191459,Telangana ,ADILABAD,2003,Kharif     ,Sunflower
191460,Telangana ,ADILABAD,2003,Kharif     ,Urad
191461,Telangana ,ADILABAD,2003,Rabi       ,Arhar/Tur
191462,Telangana ,ADILABAD,2003,Rabi       ,Bajra
191463,Telangana ,ADILABAD,2003,Rabi       ,Dry chillies
191464,Telangana ,ADILABAD,2003,Rabi       ,Gram
191465,Telangana ,ADILABAD,2003,Rabi       ,Groundnut
191466,Telangana ,ADILABAD,2003,Rabi       ,Horse-gram
191467,Telangana ,ADILABAD,2003,Rabi       ,Jowar
191468,Telangana ,ADILABAD,2003,Rabi       ,Linseed
191469,Telangana ,ADILABAD,2003,Rabi       ,Maize
191470,Telangana ,ADILABAD,2003,Rabi       ,Moong(Green Gram)
191471,Telangana ,ADILABAD,2003,Rabi       ,Onion
191472,Telangana ,ADILABAD,2003,Rabi       ,Other  Rabi pulses
191473,Telangana ,ADILABAD,2003,Rabi       ,other oilseeds
191474,Telangana ,ADILABAD,2003,Rabi       ,Rapeseed &Mustard
191475,Telangana ,ADILABAD,2003,Rabi       ,Rice
191476,Telangana ,ADILABAD,2003,Rabi       ,Safflower
191477,Telangana ,ADILABAD,2003,Rabi       ,Sesamum
191478,Telangana ,ADILABAD,2003,Rabi       ,Urad
191479,Telangana ,ADILABAD,2003,Rabi       ,Wheat
191480,Telangana ,ADILABAD,2003,Whole Year ,Banana
191481,Telangana ,ADILABAD,2003,Whole Year ,Beans & Mutter(Vegetable)
191482,Telangana ,ADILABAD,2003,Whole Year ,Bhindi
191483,Telangana ,ADILABAD,2003,Whole Year ,Bottle Gourd
191484,Telangana ,ADILABAD,2003,Whole Year ,Brinjal
191485,Telangana ,ADILABAD,2003,Whole Year ,Cabbage
191486,Telangana ,ADILABAD,2003,Whole Year ,Cashewnut
191487,Telangana ,ADILABAD,2003,Whole Year ,Citrus Fruit
191488,Telangana ,ADILABAD,2003,Whole Year ,Coriander
191489,Telangana ,ADILABAD,2003,Whole Year ,Cucumber
191490,Telangana ,ADILABAD,2003,Whole Year ,Mango
191491,Telangana ,ADILABAD,2003,Whole Year ,Orange
191492,Telangana ,ADILABAD,2003,Whole Year ,Other Fresh Fruits
191493,Telangana ,ADILABAD,2003,Whole Year ,Other Vegetables
191494,Telangana ,ADILABAD,2003,Whole Year ,Pome Fruit
191495,Telangana ,ADILABAD,2003,Whole Year ,Sugarcane
191496,Telangana ,ADILABAD,2003,Whole Year ,Sweet potato
191497,Telangana ,ADILABAD,2003,Whole Year ,Tobacco
191498,Telangana ,ADILABAD,2003,Whole Year ,Tomato
191499,Telangana ,ADILABAD,2003,Whole Year ,Turmeric
192080,Telangana ,KARIMNAGAR,2003,Kharif     ,Arhar/Tur
192081,Telangana ,KARIMNAGAR,2003,Kharif     ,Castor seed
192082,Telangana ,KARIMNAGAR,2003,Kharif     ,Cotton(lint)
192083,Telangana ,KARIMNAGAR,2003,Kharif     ,Dry chillies
192084,Telangana ,KARIMNAGAR,2003,Kharif     ,Gram
192085,Telangana ,KARIMNAGAR,2003,Kharif     ,Groundnut
192086,Telangana ,KARIMNAGAR,2003,Kharif     ,Jowar
192087,Telangana ,KARIMNAGAR,2003,Kharif     ,Maize
192088,Telangana ,KARIMNAGAR,2003,Kharif     ,Moong(Green Gram)
192089,Telangana ,KARIMNAGAR,2003,Kharif     ,Onion
192090,Telangana ,KARIMNAGAR,2003,Kharif     ,Other Kharif pulses
192091,Telangana ,KARIMNAGAR,2003,Kharif     ,Rice
192092,Telangana ,KARIMNAGAR,2003,Kharif     ,Sesamum
192093,Telangana ,KARIMNAGAR,2003,Kharif     ,Sunflower
192094,Telangana ,KARIMNAGAR,2003,Kharif     ,Urad
192095,Telangana ,KARIMNAGAR,2003,Rabi       ,Arhar/Tur
192096,Telangana ,KARIMNAGAR,2003,Rabi       ,Bajra
192097,Telangana ,KARIMNAGAR,2003,Rabi       ,Dry chillies
192098,Telangana ,KARIMNAGAR,2003,Rabi       ,Gram
192099,Telangana ,KARIMNAGAR,2003,Rabi       ,Groundnut
192100,Telangana ,KARIMNAGAR,2003,Rabi       ,Horse-gram
192101,Telangana ,KARIMNAGAR,2003,Rabi       ,Jowar
192102,Telangana ,KARIMNAGAR,2003,Rabi       ,Maize
192103,Telangana ,KARIMNAGAR,2003,Rabi       ,Moong(Green Gram)
192104,Telangana ,KARIMNAGAR,2003,Rabi       ,Onion
192105,Telangana ,KARIMNAGAR,2003,Rabi       ,Other  Rabi pulses
192106,Telangana ,KARIMNAGAR,2003,Rabi       ,other oilseeds
192107,Telangana ,KARIMNAGAR,2003,Rabi       ,Rice
192108,Telangana ,KARIMNAGAR,2003,Rabi       ,Safflower
192109,Telangana ,KARIMNAGAR,2003,Rabi       ,Sesamum
192110,Telangana ,KARIMNAGAR,2003,Rabi       ,Urad
192111,Telangana ,KARIMNAGAR,2003,Rabi       ,Wheat
192112,Telangana ,KARIMNAGAR,2003,Whole Year ,Beans & Mutter(Vegetable)
192113,Telangana ,KARIMNAGAR,2003,Whole Year ,Bhindi
192114,Telangana ,KARIMNAGAR,2003,Whole Year ,Bottle Gourd
192115,Telangana ,KARIMNAGAR,2003,Whole Year ,Brinjal
192116,Telangana ,KARIMNAGAR,2003,Whole Year ,Cabbage
192117,Telangana ,KARIMNAGAR,2003,Whole Year ,Citrus Fruit
192118,Telangana ,KARIMNAGAR,2003,Whole Year ,Coriander
192119,Telangana ,KARIMNAGAR,2003,Whole Year ,Cucumber
192120,Telangana ,KARIMNAGAR,2003,Whole Year ,Mango
192121,Telangana ,KARIMNAGAR,2003,Whole Year ,Orange
192122,Telangana ,KARIMNAGAR,2003,Whole Year ,Other Fresh Fruits
192123,Telangana ,KARIMNAGAR,2003,Whole Year ,Other Vegetables
192124,Telangana ,KARIMNAGAR,2003,Whole Year ,Pome Fruit
192125,Telangana ,KARIMNAGAR,2003,Whole Year ,Sugarcane
192126,Telangana ,KARIMNAGAR,2003,Whole Year ,Tobacco
192127,Telangana ,KARIMNAGAR,2003,Whole Year ,Tomato
192128,Telangana ,KARIMNAGAR,2003,Whole Year ,Turmeric
192661,Telangana ,KHAMMAM,2003,Kharif     ,Arhar/Tur
192662,Telangana ,KHAMMAM,2003,Kharif     ,Bajra
192663,Telangana ,KHAMMAM,2003,Kharif     ,Castor seed
192664,Telangana ,KHAMMAM,2003,Kharif     ,Cotton(lint)
192665,Telangana ,KHAMMAM,2003,Kharif     ,Dry chillies
192666,Telangana ,KHAMMAM,2003,Kharif     ,Groundnut
192667,Telangana ,KHAMMAM,2003,Kharif     ,Jowar
192668,Telangana ,KHAMMAM,2003,Kharif     ,Maize
192669,Telangana ,KHAMMAM,2003,Kharif     ,Moong(Green Gram)
192670,Telangana ,KHAMMAM,2003,Kharif     ,Ragi
192671,Telangana ,KHAMMAM,2003,Kharif     ,Rice
192672,Telangana ,KHAMMAM,2003,Kharif     ,Samai
192673,Telangana ,KHAMMAM,2003,Kharif     ,Sesamum
192674,Telangana ,KHAMMAM,2003,Kharif     ,Small millets
192675,Telangana ,KHAMMAM,2003,Kharif     ,Sunflower
192676,Telangana ,KHAMMAM,2003,Kharif     ,Urad
192677,Telangana ,KHAMMAM,2003,Rabi       ,Arhar/Tur
192678,Telangana ,KHAMMAM,2003,Rabi       ,Bajra
192679,Telangana ,KHAMMAM,2003,Rabi       ,Dry chillies
192680,Telangana ,KHAMMAM,2003,Rabi       ,Gram
192681,Telangana ,KHAMMAM,2003,Rabi       ,Groundnut
192682,Telangana ,KHAMMAM,2003,Rabi       ,Horse-gram
192683,Telangana ,KHAMMAM,2003,Rabi       ,Jowar
192684,Telangana ,KHAMMAM,2003,Rabi       ,Maize
192685,Telangana ,KHAMMAM,2003,Rabi       ,Moong(Green Gram)
192686,Telangana ,KHAMMAM,2003,Rabi       ,Onion
192687,Telangana ,KHAMMAM,2003,Rabi       ,other oilseeds
192688,Telangana ,KHAMMAM,2003,Rabi       ,Rice
192689,Telangana ,KHAMMAM,2003,Rabi       ,Sesamum
192690,Telangana ,KHAMMAM,2003,Rabi       ,Small millets
192691,Telangana ,KHAMMAM,2003,Rabi       ,Urad
192692,Telangana ,KHAMMAM,2003,Whole Year ,Banana
192693,Telangana ,KHAMMAM,2003,Whole Year ,Beans & Mutter(Vegetable)
192694,Telangana ,KHAMMAM,2003,Whole Year ,Bhindi
192695,Telangana ,KHAMMAM,2003,Whole Year ,Bottle Gourd
192696,Telangana ,KHAMMAM,2003,Whole Year ,Brinjal
192697,Telangana ,KHAMMAM,2003,Whole Year ,Cabbage
192698,Telangana ,KHAMMAM,2003,Whole Year ,Cashewnut
192699,Telangana ,KHAMMAM,2003,Whole Year ,Citrus Fruit
192700,Telangana ,KHAMMAM,2003,Whole Year ,Coconut 
192701,Telangana ,KHAMMAM,2003,Whole Year ,Cucumber
192702,Telangana ,KHAMMAM,2003,Whole Year ,Mango
192703,Telangana ,KHAMMAM,2003,Whole Year ,Orange
192704,Telangana ,KHAMMAM,2003,Whole Year ,Other Fresh Fruits
192705,Telangana ,KHAMMAM,2003,Whole Year ,Other Vegetables
192706,Telangana ,KHAMMAM,2003,Whole Year ,Papaya
192707,Telangana ,KHAMMAM,2003,Whole Year ,Pome Fruit
192708,Telangana ,KHAMMAM,2003,Whole Year ,Sugarcane
192709,Telangana ,KHAMMAM,2003,Whole Year ,Sweet potato
192710,Telangana ,KHAMMAM,2003,Whole Year ,Tobacco
192711,Telangana ,KHAMMAM,2003,Whole Year ,Tomato
192712,Telangana ,KHAMMAM,2003,Whole Year ,Turmeric
193283,Telangana ,MAHBUBNAGAR,2003,Kharif     ,Arhar/Tur
193284,Telangana ,MAHBUBNAGAR,2003,Kharif     ,Bajra
193285,Telangana ,MAHBUBNAGAR,2003,Kharif     ,Castor seed
193286,Telangana ,MAHBUBNAGAR,2003,Kharif     ,Cotton(lint)
193287,Telangana ,MAHBUBNAGAR,2003,Kharif     ,Dry chillies
193288,Telangana ,MAHBUBNAGAR,2003,Kharif     ,Groundnut
193289,Telangana ,MAHBUBNAGAR,2003,Kharif     ,Horse-gram
193290,Telangana ,MAHBUBNAGAR,2003,Kharif     ,Jowar
193291,Telangana ,MAHBUBNAGAR,2003,Kharif     ,Korra
193292,Telangana ,MAHBUBNAGAR,2003,Kharif     ,Maize
193293,Telangana ,MAHBUBNAGAR,2003,Kharif     ,Mesta
193294,Telangana ,MAHBUBNAGAR,2003,Kharif     ,Moong(Green Gram)
193295,Telangana ,MAHBUBNAGAR,2003,Kharif     ,Onion
193296,Telangana ,MAHBUBNAGAR,2003,Kharif     ,Other Kharif pulses
193297,Telangana ,MAHBUBNAGAR,2003,Kharif     ,Ragi
193298,Telangana ,MAHBUBNAGAR,2003,Kharif     ,Rice
193299,Telangana ,MAHBUBNAGAR,2003,Kharif     ,Samai
193300,Telangana ,MAHBUBNAGAR,2003,Kharif     ,Sesamum
193301,Telangana ,MAHBUBNAGAR,2003,Kharif     ,Small millets
193302,Telangana ,MAHBUBNAGAR,2003,Kharif     ,Sunflower
193303,Telangana ,MAHBUBNAGAR,2003,Kharif     ,Urad
193304,Telangana ,MAHBUBNAGAR,2003,Rabi       ,Arhar/Tur
193305,Telangana ,MAHBUBNAGAR,2003,Rabi       ,Bajra
193306,Telangana ,MAHBUBNAGAR,2003,Rabi       ,Dry chillies
193307,Telangana ,MAHBUBNAGAR,2003,Rabi       ,Gram
193308,Telangana ,MAHBUBNAGAR,2003,Rabi       ,Groundnut
193309,Telangana ,MAHBUBNAGAR,2003,Rabi       ,Horse-gram
193310,Telangana ,MAHBUBNAGAR,2003,Rabi       ,Jowar
193311,Telangana ,MAHBUBNAGAR,2003,Rabi       ,Maize
193312,Telangana ,MAHBUBNAGAR,2003,Rabi       ,Moong(Green Gram)
193313,Telangana ,MAHBUBNAGAR,2003,Rabi       ,Onion
193314,Telangana ,MAHBUBNAGAR,2003,Rabi       ,other oilseeds
193315,Telangana ,MAHBUBNAGAR,2003,Rabi       ,Ragi
193316,Telangana ,MAHBUBNAGAR,2003,Rabi       ,Rice
193317,Telangana ,MAHBUBNAGAR,2003,Rabi       ,Safflower
193318,Telangana ,MAHBUBNAGAR,2003,Rabi       ,Urad
193319,Telangana ,MAHBUBNAGAR,2003,Rabi       ,Wheat
193320,Telangana ,MAHBUBNAGAR,2003,Whole Year ,Beans & Mutter(Vegetable)
193321,Telangana ,MAHBUBNAGAR,2003,Whole Year ,Bhindi
193322,Telangana ,MAHBUBNAGAR,2003,Whole Year ,Bottle Gourd
193323,Telangana ,MAHBUBNAGAR,2003,Whole Year ,Brinjal
193324,Telangana ,MAHBUBNAGAR,2003,Whole Year ,Cabbage
193325,Telangana ,MAHBUBNAGAR,2003,Whole Year ,Cashewnut
193326,Telangana ,MAHBUBNAGAR,2003,Whole Year ,Citrus Fruit
193327,Telangana ,MAHBUBNAGAR,2003,Whole Year ,Coconut 
193328,Telangana ,MAHBUBNAGAR,2003,Whole Year ,Coriander
193329,Telangana ,MAHBUBNAGAR,2003,Whole Year ,Cucumber
193330,Telangana ,MAHBUBNAGAR,2003,Whole Year ,Grapes
193331,Telangana ,MAHBUBNAGAR,2003,Whole Year ,Mango
193332,Telangana ,MAHBUBNAGAR,2003,Whole Year ,Orange
193333,Telangana ,MAHBUBNAGAR,2003,Whole Year ,Other Fresh Fruits
193334,Telangana ,MAHBUBNAGAR,2003,Whole Year ,Other Vegetables
193335,Telangana ,MAHBUBNAGAR,2003,Whole Year ,Papaya
193336,Telangana ,MAHBUBNAGAR,2003,Whole Year ,Peas  (vegetable)
193337,Telangana ,MAHBUBNAGAR,2003,Whole Year ,Pome Fruit
193338,Telangana ,MAHBUBNAGAR,2003,Whole Year ,Sugarcane
193339,Telangana ,MAHBUBNAGAR,2003,Whole Year ,Tobacco
193340,Telangana ,MAHBUBNAGAR,2003,Whole Year ,Tomato
193341,Telangana ,MAHBUBNAGAR,2003,Whole Year ,Turmeric
193957,Telangana ,MEDAK,2003,Kharif     ,Arhar/Tur
193958,Telangana ,MEDAK,2003,Kharif     ,Bajra
193959,Telangana ,MEDAK,2003,Kharif     ,Castor seed
193960,Telangana ,MEDAK,2003,Kharif     ,Cotton(lint)
193961,Telangana ,MEDAK,2003,Kharif     ,Dry chillies
193962,Telangana ,MEDAK,2003,Kharif     ,Groundnut
193963,Telangana ,MEDAK,2003,Kharif     ,Jowar
193964,Telangana ,MEDAK,2003,Kharif     ,Korra
193965,Telangana ,MEDAK,2003,Kharif     ,Maize
193966,Telangana ,MEDAK,2003,Kharif     ,Mesta
193967,Telangana ,MEDAK,2003,Kharif     ,Moong(Green Gram)
193968,Telangana ,MEDAK,2003,Kharif     ,Niger seed
193969,Telangana ,MEDAK,2003,Kharif     ,Onion
193970,Telangana ,MEDAK,2003,Kharif     ,Other Kharif pulses
193971,Telangana ,MEDAK,2003,Kharif     ,Ragi
193972,Telangana ,MEDAK,2003,Kharif     ,Rice
193973,Telangana ,MEDAK,2003,Kharif     ,Sesamum
193974,Telangana ,MEDAK,2003,Kharif     ,Small millets
193975,Telangana ,MEDAK,2003,Kharif     ,Soyabean
193976,Telangana ,MEDAK,2003,Kharif     ,Sunflower
193977,Telangana ,MEDAK,2003,Kharif     ,Urad
193978,Telangana ,MEDAK,2003,Rabi       ,Arhar/Tur
193979,Telangana ,MEDAK,2003,Rabi       ,Bajra
193980,Telangana ,MEDAK,2003,Rabi       ,Dry chillies
193981,Telangana ,MEDAK,2003,Rabi       ,Gram
193982,Telangana ,MEDAK,2003,Rabi       ,Groundnut
193983,Telangana ,MEDAK,2003,Rabi       ,Horse-gram
193984,Telangana ,MEDAK,2003,Rabi       ,Jowar
193985,Telangana ,MEDAK,2003,Rabi       ,Linseed
193986,Telangana ,MEDAK,2003,Rabi       ,Maize
