STATES,District_Name,Season,Crop,Annual_Rain,Avg_Temperature
haryana,PANIPAT,Kharif     ,Moong(Green Gram),384.4,24.6
haryana,REWARI,Kharif     ,Moong(Green Gram),384.4,24.6
haryana,ROHTAK,Kharif     ,Moong(Green Gram),384.4,24.6
haryana,SIRSA,Kharif     ,Moong(Green Gram),384.4,24.6
haryana,SONIPAT,Kharif     ,Moong(Green Gram),384.4,24.6
haryana,BHIWANI,Kharif     ,Moth,384.4,24.6
haryana,FATEHABAD,Kharif     ,Moth,384.4,24.6
haryana,HISAR,Kharif     ,Moth,384.4,24.6
haryana,KARNAL,Kharif     ,Moth,384.4,24.6
haryana,REWARI,Kharif     ,Moth,384.4,24.6
haryana,SIRSA,Kharif     ,Moth,384.4,24.6
haryana,YAMUNANAGAR,Kharif     ,Moth,384.4,24.6
haryana,BHIWANI,Whole Year ,Sannhamp,384.4,24.6
haryana,HISAR,Whole Year ,Sannhamp,384.4,24.6
haryana,JHAJJAR,Whole Year ,Sannhamp,384.4,24.6
haryana,JIND,Whole Year ,Sannhamp,384.4,24.6
haryana,MAHENDRAGARH,Whole Year ,Sannhamp,384.4,24.6
haryana,PANIPAT,Whole Year ,Sannhamp,384.4,24.6
haryana,REWARI,Whole Year ,Sannhamp,384.4,24.6
haryana,ROHTAK,Whole Year ,Sannhamp,384.4,24.6
haryana,SIRSA,Whole Year ,Sannhamp,384.4,24.6
haryana,SONIPAT,Whole Year ,Sannhamp,384.4,24.6
haryana,FARIDABAD,Whole Year ,Banana,384.4,24.6
haryana,KURUKSHETRA,Whole Year ,Banana,384.4,24.6
haryana,PANIPAT,Whole Year ,Banana,384.4,24.6
haryana,SONIPAT,Whole Year ,Banana,384.4,24.6
haryana,FATEHABAD,Whole Year ,Grapes,384.4,24.6
haryana,KARNAL,Whole Year ,Grapes,384.4,24.6
haryana,GURGAON,Whole Year ,Sweet potato,384.4,24.6
haryana,KARNAL,Whole Year ,Sweet potato,384.4,24.6
haryana,PANIPAT,Whole Year ,Sweet potato,384.4,24.6
haryana,REWARI,Whole Year ,Sweet potato,384.4,24.6
haryana,SONIPAT,Whole Year ,Sweet potato,384.4,24.6
haryana,JHAJJAR,Whole Year ,Mango,1068.4,24.6
haryana,PANCHKULA,Whole Year ,Mango,1068.4,24.6
haryana,PANIPAT,Whole Year ,Mango,1068.4,24.6
haryana,SONIPAT,Whole Year ,Mango,1068.4,24.6
haryana,YAMUNANAGAR,Whole Year ,Mango,1068.4,24.6
himachal pradesh,BILASPUR,Kharif     ,Dry ginger,1068.4,24.6
himachal pradesh,CHAMBA,Kharif     ,Dry ginger,1068.4,24.6
himachal pradesh,KANGRA,Kharif     ,Dry ginger,1068.4,24.6
himachal pradesh,MANDI,Kharif     ,Dry ginger,1068.4,24.6
himachal pradesh,SHIMLA,Kharif     ,Dry ginger,1068.4,24.6
himachal pradesh,SIRMAUR,Kharif     ,Dry ginger,1068.4,24.6
himachal pradesh,SOLAN,Kharif     ,Dry ginger,1068.4,24.6
himachal pradesh,UNA,Kharif     ,Dry ginger,1068.4,24.6
himachal pradesh,BILASPUR,Kharif     ,Maize,1068.4,24.6
himachal pradesh,CHAMBA,Kharif     ,Maize,1068.4,24.6
himachal pradesh,HAMIRPUR,Kharif     ,Maize,1068.4,24.6
himachal pradesh,KANGRA,Kharif     ,Maize,1068.4,24.6
himachal pradesh,KINNAUR,Kharif     ,Maize,1068.4,24.6
himachal pradesh,KULLU,Kharif     ,Maize,1068.4,24.6
himachal pradesh,LAHUL AND SPITI,Kharif     ,Maize,1068.4,24.6
himachal pradesh,MANDI,Kharif     ,Maize,1068.4,24.6
himachal pradesh,SHIMLA,Kharif     ,Maize,1068.4,24.6
himachal pradesh,SIRMAUR,Kharif     ,Maize,1068.4,24.6
himachal pradesh,SOLAN,Kharif     ,Maize,1068.4,24.6
himachal pradesh,UNA,Kharif     ,Maize,1068.4,24.6
himachal pradesh,BILASPUR,Kharif     ,Rice,1068.4,24.6
himachal pradesh,CHAMBA,Kharif     ,Rice,1068.4,24.6
himachal pradesh,HAMIRPUR,Kharif     ,Rice,1068.4,24.6
himachal pradesh,KANGRA,Kharif     ,Rice,1068.4,24.6
himachal pradesh,KINNAUR,Kharif     ,Rice,1068.4,24.6
himachal pradesh,KULLU,Kharif     ,Rice,1068.4,24.6
himachal pradesh,MANDI,Kharif     ,Rice,1068.4,24.6
himachal pradesh,SHIMLA,Kharif     ,Rice,1068.4,24.6
himachal pradesh,SIRMAUR,Kharif     ,Rice,1068.4,24.6
himachal pradesh,SOLAN,Kharif     ,Rice,1068.4,24.6
himachal pradesh,UNA,Kharif     ,Rice,1068.4,24.6
himachal pradesh,BILASPUR,Rabi       ,Barley,1068.4,24.6
himachal pradesh,CHAMBA,Rabi       ,Barley,1068.4,24.6
himachal pradesh,HAMIRPUR,Rabi       ,Barley,1068.4,24.6
himachal pradesh,KANGRA,Rabi       ,Barley,1068.4,24.6
himachal pradesh,KINNAUR,Rabi       ,Barley,1068.4,24.6
himachal pradesh,KULLU,Rabi       ,Barley,1068.4,24.6
himachal pradesh,LAHUL AND SPITI,Rabi       ,Barley,1068.4,24.6
himachal pradesh,MANDI,Rabi       ,Barley,1068.4,24.6
himachal pradesh,SHIMLA,Rabi       ,Barley,1068.4,24.6
himachal pradesh,SIRMAUR,Rabi       ,Barley,1068.4,24.6
himachal pradesh,SOLAN,Rabi       ,Barley,1068.4,24.6
himachal pradesh,BILASPUR,Rabi       ,Wheat,1068.4,24.6
himachal pradesh,CHAMBA,Rabi       ,Wheat,1068.4,24.6
himachal pradesh,HAMIRPUR,Rabi       ,Wheat,1068.4,24.6
himachal pradesh,KANGRA,Rabi       ,Wheat,1068.4,24.6
himachal pradesh,KINNAUR,Rabi       ,Wheat,1068.4,24.6
himachal pradesh,KULLU,Rabi       ,Wheat,1068.4,24.6
himachal pradesh,LAHUL AND SPITI,Rabi       ,Wheat,1068.4,24.6
himachal pradesh,MANDI,Rabi       ,Wheat,1068.4,24.6
himachal pradesh,SHIMLA,Rabi       ,Wheat,1068.4,24.6
himachal pradesh,SIRMAUR,Rabi       ,Wheat,1068.4,24.6
himachal pradesh,SOLAN,Rabi       ,Wheat,1068.4,24.6
himachal pradesh,UNA,Rabi       ,Wheat,1068.4,24.6
himachal pradesh,BILASPUR,Whole Year ,Potato,1068.4,24.6
himachal pradesh,CHAMBA,Whole Year ,Potato,1068.4,24.6
himachal pradesh,HAMIRPUR,Whole Year ,Potato,1068.4,24.6
himachal pradesh,KANGRA,Whole Year ,Potato,1068.4,24.6
himachal pradesh,KINNAUR,Whole Year ,Potato,1068.4,24.6
himachal pradesh,KULLU,Whole Year ,Potato,1068.4,24.6
himachal pradesh,LAHUL AND SPITI,Whole Year ,Potato,1068.4,24.6
himachal pradesh,MANDI,Whole Year ,Potato,1068.4,24.6
himachal pradesh,SHIMLA,Whole Year ,Potato,1068.4,24.6
himachal pradesh,SIRMAUR,Whole Year ,Potato,1068.4,24.6
himachal pradesh,SOLAN,Whole Year ,Potato,1068.4,24.6
himachal pradesh,UNA,Whole Year ,Potato,1068.4,24.6
himachal pradesh,KANGRA,Kharif     ,Bajra,1068.4,24.6
himachal pradesh,SHIMLA,Kharif     ,Bajra,1068.4,24.6
himachal pradesh,SIRMAUR,Kharif     ,Bajra,1068.4,24.6
himachal pradesh,SOLAN,Kharif     ,Bajra,1068.4,24.6
jammu and kashmir ,ANANTNAG,Kharif     ,Maize,1756.966667,24.6
jammu and kashmir ,BADGAM,Kharif     ,Maize,1756.966667,24.6
jammu and kashmir ,BARAMULLA,Kharif     ,Maize,1756.966667,24.6
jammu and kashmir ,DODA,Kharif     ,Maize,1756.966667,24.6
jammu and kashmir ,JAMMU,Kharif     ,Maize,1756.966667,24.6
jammu and kashmir ,KATHUA,Kharif     ,Maize,1756.966667,24.6
jammu and kashmir ,KUPWARA,Kharif     ,Maize,1756.966667,24.6
jammu and kashmir ,POONCH,Kharif     ,Maize,1756.966667,24.6
jammu and kashmir ,PULWAMA,Kharif     ,Maize,1756.966667,24.6
jammu and kashmir ,RAJAURI,Kharif     ,Maize,1756.966667,24.6
jammu and kashmir ,SRINAGAR,Kharif     ,Maize,1756.966667,24.6
jammu and kashmir ,UDHAMPUR,Kharif     ,Maize,1756.966667,24.6
jammu and kashmir ,ANANTNAG,Kharif     ,Moong(Green Gram),1756.966667,24.6
jammu and kashmir ,BADGAM,Kharif     ,Moong(Green Gram),1756.966667,24.6
jammu and kashmir ,BARAMULLA,Kharif     ,Moong(Green Gram),1756.966667,24.6
jammu and kashmir ,JAMMU,Kharif     ,Moong(Green Gram),1756.966667,24.6
jammu and kashmir ,PULWAMA,Kharif     ,Moong(Green Gram),1756.966667,24.6
jammu and kashmir ,SRINAGAR,Kharif     ,Moong(Green Gram),1756.966667,24.6
jammu and kashmir ,UDHAMPUR,Kharif     ,Moong(Green Gram),1756.966667,24.6
jammu and kashmir ,ANANTNAG,Kharif     ,Other Kharif pulses,1756.966667,24.6
jammu and kashmir ,BADGAM,Kharif     ,Other Kharif pulses,1756.966667,24.6
jammu and kashmir ,DODA,Kharif     ,Other Kharif pulses,1756.966667,24.6
jammu and kashmir ,JAMMU,Kharif     ,Other Kharif pulses,1756.966667,24.6
jammu and kashmir ,KATHUA,Kharif     ,Other Kharif pulses,1756.966667,24.6
jammu and kashmir ,KUPWARA,Kharif     ,Other Kharif pulses,1756.966667,24.6
jammu and kashmir ,POONCH,Kharif     ,Other Kharif pulses,1756.966667,24.6
jammu and kashmir ,RAJAURI,Kharif     ,Other Kharif pulses,1756.966667,24.6
jammu and kashmir ,SRINAGAR,Kharif     ,Other Kharif pulses,1756.966667,24.6
jammu and kashmir ,UDHAMPUR,Kharif     ,Other Kharif pulses,1756.966667,24.6
jammu and kashmir ,ANANTNAG,Kharif     ,Rice,1756.966667,24.6
jammu and kashmir ,BADGAM,Kharif     ,Rice,1756.966667,24.6
jammu and kashmir ,BARAMULLA,Kharif     ,Rice,1756.966667,24.6
jammu and kashmir ,DODA,Kharif     ,Rice,1756.966667,24.6
jammu and kashmir ,JAMMU,Kharif     ,Rice,1756.966667,24.6
jammu and kashmir ,KATHUA,Kharif     ,Rice,1756.966667,24.6
jammu and kashmir ,KUPWARA,Kharif     ,Rice,1756.966667,24.6
jammu and kashmir ,POONCH,Kharif     ,Rice,1756.966667,24.6
jammu and kashmir ,PULWAMA,Kharif     ,Rice,1756.966667,24.6
jammu and kashmir ,RAJAURI,Kharif     ,Rice,1756.966667,24.6
jammu and kashmir ,SRINAGAR,Kharif     ,Rice,1756.966667,24.6
jammu and kashmir ,UDHAMPUR,Kharif     ,Rice,1756.966667,24.6
jammu and kashmir ,ANANTNAG,Kharif     ,Urad,1756.966667,24.6
jammu and kashmir ,DODA,Kharif     ,Urad,1756.966667,24.6
jammu and kashmir ,JAMMU,Kharif     ,Urad,1756.966667,24.6
jammu and kashmir ,KATHUA,Kharif     ,Urad,1756.966667,24.6
jammu and kashmir ,POONCH,Kharif     ,Urad,1756.966667,24.6
jammu and kashmir ,PULWAMA,Kharif     ,Urad,1756.966667,24.6
jammu and kashmir ,RAJAURI,Kharif     ,Urad,1756.966667,24.6
jammu and kashmir ,SRINAGAR,Kharif     ,Urad,1756.966667,24.6
jammu and kashmir ,UDHAMPUR,Kharif     ,Urad,1756.966667,24.6
jammu and kashmir ,ANANTNAG,Rabi       ,Peas & beans (Pulses),1756.966667,24.6
jammu and kashmir ,BADGAM,Rabi       ,Peas & beans (Pulses),1756.966667,24.6
jammu and kashmir ,BARAMULLA,Kharif     ,Peas & beans (Pulses),1756.966667,24.6
jammu and kashmir ,BARAMULLA,Rabi       ,Peas & beans (Pulses),1756.966667,24.6
jammu and kashmir ,DODA,Rabi       ,Peas & beans (Pulses),1756.966667,24.6
jammu and kashmir ,JAMMU,Rabi       ,Peas & beans (Pulses),1756.966667,24.6
jammu and kashmir ,KARGIL,Kharif     ,Peas & beans (Pulses),1756.966667,24.6
jammu and kashmir ,KARGIL,Rabi       ,Peas & beans (Pulses),1756.966667,24.6
jammu and kashmir ,KATHUA,Rabi       ,Peas & beans (Pulses),1756.966667,24.6
jammu and kashmir ,LEH LADAKH,Rabi       ,Peas & beans (Pulses),1756.966667,24.6
jammu and kashmir ,PULWAMA,Rabi       ,Peas & beans (Pulses),1756.966667,24.6
jammu and kashmir ,RAJAURI,Rabi       ,Peas & beans (Pulses),1756.966667,24.6
jammu and kashmir ,SRINAGAR,Rabi       ,Peas & beans (Pulses),1756.966667,24.6
jammu and kashmir ,ANANTNAG,Rabi       ,Rapeseed &Mustard,1756.966667,24.6
jammu and kashmir ,BADGAM,Rabi       ,Rapeseed &Mustard,1756.966667,24.6
jammu and kashmir ,BARAMULLA,Rabi       ,Rapeseed &Mustard,1756.966667,24.6
jammu and kashmir ,DODA,Rabi       ,Rapeseed &Mustard,1756.966667,24.6
jammu and kashmir ,JAMMU,Rabi       ,Rapeseed &Mustard,1756.966667,24.6
jammu and kashmir ,KATHUA,Rabi       ,Rapeseed &Mustard,1756.966667,24.6
jammu and kashmir ,KUPWARA,Rabi       ,Rapeseed &Mustard,1756.966667,24.6
jammu and kashmir ,LEH LADAKH,Rabi       ,Rapeseed &Mustard,1756.966667,24.6
jammu and kashmir ,POONCH,Rabi       ,Rapeseed &Mustard,1756.966667,24.6
jammu and kashmir ,PULWAMA,Rabi       ,Rapeseed &Mustard,1756.966667,24.6
jammu and kashmir ,RAJAURI,Rabi       ,Rapeseed &Mustard,1756.966667,24.6
jammu and kashmir ,SRINAGAR,Rabi       ,Rapeseed &Mustard,1756.966667,24.6
jammu and kashmir ,UDHAMPUR,Rabi       ,Rapeseed &Mustard,1756.966667,24.6
jammu and kashmir ,ANANTNAG,Rabi       ,Wheat,1756.966667,24.6
jammu and kashmir ,BADGAM,Rabi       ,Wheat,1756.966667,24.6
jammu and kashmir ,BARAMULLA,Rabi       ,Wheat,1756.966667,24.6
jammu and kashmir ,DODA,Rabi       ,Wheat,1756.966667,24.6
jammu and kashmir ,JAMMU,Rabi       ,Wheat,1756.966667,24.6
jammu and kashmir ,KARGIL,Rabi       ,Wheat,1756.966667,24.6
jammu and kashmir ,KATHUA,Rabi       ,Wheat,1756.966667,24.6
jammu and kashmir ,KUPWARA,Rabi       ,Wheat,1756.966667,24.6
jammu and kashmir ,LEH LADAKH,Rabi       ,Wheat,1756.966667,24.6
jammu and kashmir ,POONCH,Rabi       ,Wheat,1756.966667,24.6
jammu and kashmir ,PULWAMA,Rabi       ,Wheat,1756.966667,24.6
jammu and kashmir ,RAJAURI,Rabi       ,Wheat,1756.966667,24.6
jammu and kashmir ,SRINAGAR,Rabi       ,Wheat,1756.966667,24.6
jammu and kashmir ,UDHAMPUR,Rabi       ,Wheat,1756.966667,24.6
jammu and kashmir ,ANANTNAG,Whole Year ,Beans & Mutter(Vegetable),1756.966667,24.6
jammu and kashmir ,BARAMULLA,Whole Year ,Beans & Mutter(Vegetable),1756.966667,24.6
jammu and kashmir ,KARGIL,Whole Year ,Beans & Mutter(Vegetable),1756.966667,24.6
jammu and kashmir ,ANANTNAG,Whole Year ,Onion,1756.966667,24.6
jammu and kashmir ,BADGAM,Whole Year ,Onion,1756.966667,24.6
jammu and kashmir ,DODA,Whole Year ,Onion,1756.966667,24.6
jammu and kashmir ,JAMMU,Whole Year ,Onion,1756.966667,24.6
jammu and kashmir ,KATHUA,Whole Year ,Onion,1756.966667,24.6
jammu and kashmir ,LEH LADAKH,Whole Year ,Onion,1756.966667,24.6
jammu and kashmir ,SRINAGAR,Whole Year ,Onion,1756.966667,24.6
jammu and kashmir ,UDHAMPUR,Whole Year ,Onion,1756.966667,24.6
jammu and kashmir ,ANANTNAG,Whole Year ,Other Fresh Fruits,1756.966667,24.6
jammu and kashmir ,BADGAM,Whole Year ,Other Fresh Fruits,1756.966667,24.6
jammu and kashmir ,BARAMULLA,Whole Year ,Other Fresh Fruits,1756.966667,24.6
jammu and kashmir ,DODA,Whole Year ,Other Fresh Fruits,1756.966667,24.6
jammu and kashmir ,JAMMU,Whole Year ,Other Fresh Fruits,1756.966667,24.6
jammu and kashmir ,KARGIL,Whole Year ,Other Fresh Fruits,1756.966667,24.6
jammu and kashmir ,KATHUA,Whole Year ,Other Fresh Fruits,1756.966667,24.6
jammu and kashmir ,KUPWARA,Whole Year ,Other Fresh Fruits,1756.966667,24.6
jammu and kashmir ,LEH LADAKH,Whole Year ,Other Fresh Fruits,1756.966667,24.6
jammu and kashmir ,POONCH,Whole Year ,Other Fresh Fruits,1756.966667,24.6
jammu and kashmir ,PULWAMA,Whole Year ,Other Fresh Fruits,1756.966667,24.6
jammu and kashmir ,SRINAGAR,Whole Year ,Other Fresh Fruits,1756.966667,24.6
jammu and kashmir ,ANANTNAG,Whole Year ,Other Vegetables,1756.966667,24.6
jammu and kashmir ,BADGAM,Whole Year ,Other Vegetables,1756.966667,24.6
jammu and kashmir ,BARAMULLA,Whole Year ,Other Vegetables,1756.966667,24.6
jammu and kashmir ,DODA,Whole Year ,Other Vegetables,1756.966667,24.6
jammu and kashmir ,JAMMU,Whole Year ,Other Vegetables,1756.966667,24.6
jammu and kashmir ,KATHUA,Whole Year ,Other Vegetables,1756.966667,24.6
jammu and kashmir ,KUPWARA,Whole Year ,Other Vegetables,1756.966667,24.6
jammu and kashmir ,LEH LADAKH,Whole Year ,Other Vegetables,1756.966667,24.6
jammu and kashmir ,POONCH,Whole Year ,Other Vegetables,1756.966667,24.6
jammu and kashmir ,PULWAMA,Whole Year ,Other Vegetables,1756.966667,24.6
jammu and kashmir ,RAJAURI,Whole Year ,Other Vegetables,1756.966667,24.6
jammu and kashmir ,SRINAGAR,Whole Year ,Other Vegetables,1756.966667,24.6
jammu and kashmir ,UDHAMPUR,Whole Year ,Other Vegetables,1756.966667,24.6
jammu and kashmir ,ANANTNAG,Whole Year ,Potato,1756.966667,24.6
jammu and kashmir ,BADGAM,Whole Year ,Potato,1756.966667,24.6
jammu and kashmir ,BARAMULLA,Whole Year ,Potato,1756.966667,24.6
jammu and kashmir ,DODA,Whole Year ,Potato,1756.966667,24.6
jammu and kashmir ,JAMMU,Whole Year ,Potato,1756.966667,24.6
jammu and kashmir ,KATHUA,Whole Year ,Potato,1756.966667,24.6
jammu and kashmir ,KUPWARA,Whole Year ,Potato,1756.966667,24.6
jammu and kashmir ,LEH LADAKH,Whole Year ,Potato,1756.966667,24.6
jammu and kashmir ,POONCH,Whole Year ,Potato,1756.966667,24.6
jammu and kashmir ,PULWAMA,Whole Year ,Potato,1756.966667,24.6
jammu and kashmir ,RAJAURI,Whole Year ,Potato,1756.966667,24.6
jammu and kashmir ,SRINAGAR,Whole Year ,Potato,1756.966667,24.6
jammu and kashmir ,UDHAMPUR,Whole Year ,Potato,1756.966667,24.6
jammu and kashmir ,BADGAM,Rabi       ,Linseed,1756.966667,24.6
jammu and kashmir ,BARAMULLA,Rabi       ,Linseed,1756.966667,24.6
jammu and kashmir ,JAMMU,Rabi       ,Linseed,1756.966667,24.6
jammu and kashmir ,KATHUA,Rabi       ,Linseed,1756.966667,24.6
jammu and kashmir ,LEH LADAKH,Rabi       ,Linseed,1756.966667,24.6
jammu and kashmir ,POONCH,Rabi       ,Linseed,1756.966667,24.6
jammu and kashmir ,PULWAMA,Rabi       ,Linseed,1756.966667,24.6
jammu and kashmir ,RAJAURI,Rabi       ,Linseed,1756.966667,24.6
jammu and kashmir ,SRINAGAR,Rabi       ,Linseed,1756.966667,24.6
jammu and kashmir ,BARAMULLA,Kharif     ,Small millets,1756.966667,24.6
jammu and kashmir ,DODA,Kharif     ,Small millets,1756.966667,24.6
jammu and kashmir ,KARGIL,Kharif     ,Small millets,1756.966667,24.6
jammu and kashmir ,KATHUA,Kharif     ,Small millets,1756.966667,24.6
jammu and kashmir ,KUPWARA,Kharif     ,Small millets,1756.966667,24.6
jammu and kashmir ,LEH LADAKH,Kharif     ,Small millets,1756.966667,24.6
jammu and kashmir ,SRINAGAR,Kharif     ,Small millets,1756.966667,24.6
jammu and kashmir ,DODA,Kharif     ,Bajra,1756.966667,24.6
jammu and kashmir ,JAMMU,Kharif     ,Bajra,1756.966667,24.6
jammu and kashmir ,KATHUA,Kharif     ,Bajra,1756.966667,24.6
jammu and kashmir ,RAJAURI,Kharif     ,Bajra,1756.966667,24.6
jammu and kashmir ,UDHAMPUR,Kharif     ,Bajra,1756.966667,24.6
jammu and kashmir ,DODA,Kharif     ,Sesamum,1756.966667,24.6
jammu and kashmir ,JAMMU,Kharif     ,Sesamum,1756.966667,24.6
jammu and kashmir ,KATHUA,Kharif     ,Sesamum,1756.966667,24.6
jammu and kashmir ,RAJAURI,Kharif     ,Sesamum,1756.966667,24.6
jammu and kashmir ,UDHAMPUR,Kharif     ,Sesamum,1756.966667,24.6
jammu and kashmir ,DODA,Rabi       ,Barley,1756.966667,24.6
jammu and kashmir ,JAMMU,Rabi       ,Barley,1756.966667,24.6
jammu and kashmir ,KARGIL,Rabi       ,Barley,1756.966667,24.6
jammu and kashmir ,KATHUA,Rabi       ,Barley,1756.966667,24.6
jammu and kashmir ,LEH LADAKH,Rabi       ,Barley,1756.966667,24.6
jammu and kashmir ,RAJAURI,Rabi       ,Barley,1756.966667,24.6
jammu and kashmir ,SRINAGAR,Rabi       ,Barley,1756.966667,24.6
jammu and kashmir ,UDHAMPUR,Rabi       ,Barley,1756.966667,24.6
jammu and kashmir ,DODA,Rabi       ,Masoor,1756.966667,24.6
jammu and kashmir ,KATHUA,Rabi       ,Masoor,1756.966667,24.6
jammu and kashmir ,LEH LADAKH,Rabi       ,Masoor,1756.966667,24.6
jammu and kashmir ,PULWAMA,Rabi       ,Masoor,1756.966667,24.6
jammu and kashmir ,UDHAMPUR,Rabi       ,Masoor,1756.966667,24.6
jammu and kashmir ,JAMMU,Kharif     ,Cotton(lint),1756.966667,24.6
jammu and kashmir ,KATHUA,Kharif     ,Cotton(lint),1756.966667,24.6
jammu and kashmir ,RAJAURI,Kharif     ,Cotton(lint),1756.966667,24.6
jammu and kashmir ,JAMMU,Rabi       ,Gram,1756.966667,24.6
jammu and kashmir ,RAJAURI,Rabi       ,Gram,1756.966667,24.6
jammu and kashmir ,JAMMU,Whole Year ,Sannhamp,1756.966667,24.6
jammu and kashmir ,KATHUA,Whole Year ,Sannhamp,1756.966667,24.6
jammu and kashmir ,POONCH,Whole Year ,Sannhamp,1756.966667,24.6
jammu and kashmir ,RAJAURI,Whole Year ,Sannhamp,1756.966667,24.6
jammu and kashmir ,UDHAMPUR,Whole Year ,Sannhamp,1756.966667,24.6
jammu and kashmir ,JAMMU,Whole Year ,Sugarcane,1756.966667,24.6
jammu and kashmir ,KATHUA,Whole Year ,Sugarcane,1756.966667,24.6
jammu and kashmir ,UDHAMPUR,Whole Year ,Sugarcane,1756.966667,24.6
jammu and kashmir ,KARGIL,Whole Year ,Turnip,1756.966667,24.6
jammu and kashmir ,LEH LADAKH,Whole Year ,Turnip,1756.966667,24.6
jammu and kashmir ,SRINAGAR,Whole Year ,Turnip,1756.966667,24.6
jammu and kashmir ,KATHUA,Rabi       ,Other  Rabi pulses,1756.966667,24.6
jammu and kashmir ,SRINAGAR,Rabi       ,Other  Rabi pulses,1756.966667,24.6
jammu and kashmir ,UDHAMPUR,Rabi       ,Other  Rabi pulses,1756.966667,24.6
jammu and kashmir ,KATHUA,Rabi       ,other oilseeds,1756.966667,24.6
jammu and kashmir ,SRINAGAR,Kharif     ,other oilseeds,1756.966667,24.6
jammu and kashmir ,SRINAGAR,Rabi       ,other oilseeds,1756.966667,24.6
jammu and kashmir ,UDHAMPUR,Rabi       ,other oilseeds,1756.966667,24.6
jammu and kashmir ,KATHUA,Whole Year ,Tobacco,1756.966667,24.6
jammu and kashmir ,RAJAURI,Whole Year ,Tobacco,1756.966667,24.6
jammu and kashmir ,UDHAMPUR,Whole Year ,Tobacco,1756.966667,24.6
jammu and kashmir ,LEH LADAKH,Whole Year ,Carrot,1756.966667,24.6
jammu and kashmir ,SRINAGAR,Whole Year ,Redish,1756.966667,24.6
jharkhand,BOKARO,Autumn     ,Maize,1756.966667,24.6
jharkhand,CHATRA,Autumn     ,Maize,1756.966667,24.6
jharkhand,DEOGHAR,Autumn     ,Maize,1756.966667,24.6
jharkhand,DHANBAD,Autumn     ,Maize,1756.966667,24.6
jharkhand,DUMKA,Autumn     ,Maize,1756.966667,24.6
jharkhand,EAST SINGHBUM,Autumn     ,Maize,1756.966667,24.6
jharkhand,GARHWA,Autumn     ,Maize,1756.966667,24.6
jharkhand,GIRIDIH,Autumn     ,Maize,1756.966667,24.6
jharkhand,GODDA,Autumn     ,Maize,1756.966667,24.6
jharkhand,GUMLA,Autumn     ,Maize,1756.966667,24.6
jharkhand,HAZARIBAGH,Autumn     ,Maize,1756.966667,24.6
jharkhand,JAMTARA,Autumn     ,Maize,1756.966667,24.6
jharkhand,KODERMA,Autumn     ,Maize,1756.966667,24.6
jharkhand,LATEHAR,Autumn     ,Maize,1756.966667,24.6
jharkhand,LOHARDAGA,Autumn     ,Maize,1756.966667,24.6
jharkhand,PAKUR,Autumn     ,Maize,1756.966667,24.6
jharkhand,PALAMU,Autumn     ,Maize,1756.966667,24.6
jharkhand,RANCHI,Autumn     ,Maize,1756.966667,24.6
jharkhand,SAHEBGANJ,Autumn     ,Maize,1756.966667,24.6
jharkhand,SARAIKELA KHARSAWAN,Autumn     ,Maize,1756.966667,24.6
jharkhand,SIMDEGA,Autumn     ,Maize,1756.966667,24.6
jharkhand,WEST SINGHBHUM,Autumn     ,Maize,1756.966667,24.6
jharkhand,BOKARO,Rabi       ,Wheat,1756.966667,24.6
jharkhand,CHATRA,Rabi       ,Wheat,1756.966667,24.6
jharkhand,DEOGHAR,Rabi       ,Wheat,1756.966667,24.6
jharkhand,DHANBAD,Rabi       ,Wheat,1756.966667,24.6
jharkhand,DUMKA,Rabi       ,Wheat,1756.966667,24.6
jharkhand,EAST SINGHBUM,Rabi       ,Wheat,1756.966667,24.6
jharkhand,GARHWA,Rabi       ,Wheat,1756.966667,24.6
jharkhand,GIRIDIH,Rabi       ,Wheat,1756.966667,24.6
jharkhand,GODDA,Rabi       ,Wheat,1756.966667,24.6
jharkhand,GUMLA,Rabi       ,Wheat,1756.966667,24.6
jharkhand,HAZARIBAGH,Rabi       ,Wheat,1756.966667,24.6
jharkhand,JAMTARA,Rabi       ,Wheat,1756.966667,24.6
jharkhand,KODERMA,Rabi       ,Wheat,1756.966667,24.6
jharkhand,LATEHAR,Rabi       ,Wheat,1756.966667,24.6
jharkhand,LOHARDAGA,Rabi       ,Wheat,1756.966667,24.6
jharkhand,PAKUR,Rabi       ,Wheat,1756.966667,24.6
jharkhand,PALAMU,Rabi       ,Wheat,1756.966667,24.6
jharkhand,RANCHI,Rabi       ,Wheat,1756.966667,24.6
jharkhand,SAHEBGANJ,Rabi       ,Wheat,1756.966667,24.6
jharkhand,SARAIKELA KHARSAWAN,Rabi       ,Wheat,1756.966667,24.6
jharkhand,SIMDEGA,Rabi       ,Wheat,1756.966667,24.6
jharkhand,WEST SINGHBHUM,Rabi       ,Wheat,1756.966667,24.6
jharkhand,BOKARO,Winter     ,Rice,1756.966667,24.6
jharkhand,CHATRA,Winter     ,Rice,1756.966667,24.6
jharkhand,DEOGHAR,Autumn     ,Rice,1756.966667,24.6
jharkhand,DEOGHAR,Winter     ,Rice,1756.966667,24.6
jharkhand,DHANBAD,Winter     ,Rice,1756.966667,24.6
jharkhand,DUMKA,Autumn     ,Rice,1756.966667,24.6
jharkhand,DUMKA,Winter     ,Rice,1756.966667,24.6
jharkhand,EAST SINGHBUM,Autumn     ,Rice,1756.966667,24.6
