STATES,District_Name,Season,Crop,Annual_Rain,Avg_Temperature
andaman and nicobar islands,NICOBARS,Kharif     ,Rice,931.8,24.6
andaman and nicobar islands,SOUTH ANDAMANS,Kharif     ,Rice,931.8,24.6
andaman and nicobar islands,NICOBARS,Whole Year ,Arecanut,931.8,24.6
andaman and nicobar islands,SOUTH ANDAMANS,Whole Year ,Arecanut,931.8,24.6
andaman and nicobar islands,NICOBARS,Whole Year ,Banana,931.8,24.6
andaman and nicobar islands,SOUTH ANDAMANS,Whole Year ,Banana,931.8,24.6
andaman and nicobar islands,NICOBARS,Whole Year ,Black pepper,931.8,24.6
andaman and nicobar islands,SOUTH ANDAMANS,Whole Year ,Black pepper,931.8,24.6
andaman and nicobar islands,NICOBARS,Whole Year ,Cashewnut,931.8,24.6
andaman and nicobar islands,SOUTH ANDAMANS,Whole Year ,Cashewnut,931.8,24.6
andaman and nicobar islands,NICOBARS,Whole Year ,Coconut ,931.8,24.6
andaman and nicobar islands,SOUTH ANDAMANS,Whole Year ,Coconut ,931.8,24.6
andaman and nicobar islands,NICOBARS,Whole Year ,Dry chillies,931.8,24.6
andaman and nicobar islands,SOUTH ANDAMANS,Whole Year ,Dry chillies,931.8,24.6
andaman and nicobar islands,NICOBARS,Whole Year ,Dry ginger,931.8,24.6
andaman and nicobar islands,SOUTH ANDAMANS,Whole Year ,Dry ginger,931.8,24.6
andaman and nicobar islands,NICOBARS,Whole Year ,other oilseeds,931.8,24.6
andaman and nicobar islands,SOUTH ANDAMANS,Whole Year ,other oilseeds,931.8,24.6
andaman and nicobar islands,SOUTH ANDAMANS,Whole Year ,Sugarcane,931.8,24.6
andhra pradesh,ANANTAPUR,Kharif     ,Arhar/Tur,931.8,24.6
andhra pradesh,CHITTOOR,Kharif     ,Arhar/Tur,931.8,24.6
andhra pradesh,CHITTOOR,Rabi       ,Arhar/Tur,931.8,24.6
andhra pradesh,EAST GODAVARI,Kharif     ,Arhar/Tur,931.8,24.6
andhra pradesh,GUNTUR,Kharif     ,Arhar/Tur,931.8,24.6
andhra pradesh,GUNTUR,Rabi       ,Arhar/Tur,931.8,24.6
andhra pradesh,KADAPA,Kharif     ,Arhar/Tur,931.8,24.6
andhra pradesh,KADAPA,Rabi       ,Arhar/Tur,931.8,24.6
andhra pradesh,KRISHNA,Kharif     ,Arhar/Tur,931.8,24.6
andhra pradesh,KURNOOL,Kharif     ,Arhar/Tur,931.8,24.6
andhra pradesh,KURNOOL,Rabi       ,Arhar/Tur,931.8,24.6
andhra pradesh,PRAKASAM,Kharif     ,Arhar/Tur,931.8,24.6
andhra pradesh,PRAKASAM,Rabi       ,Arhar/Tur,931.8,24.6
andhra pradesh,SPSR NELLORE,Kharif     ,Arhar/Tur,931.8,24.6
andhra pradesh,SPSR NELLORE,Rabi       ,Arhar/Tur,931.8,24.6
andhra pradesh,SRIKAKULAM,Kharif     ,Arhar/Tur,931.8,24.6
andhra pradesh,VISAKHAPATANAM,Kharif     ,Arhar/Tur,931.8,24.6
andhra pradesh,VISAKHAPATANAM,Rabi       ,Arhar/Tur,931.8,24.6
andhra pradesh,VIZIANAGARAM,Kharif     ,Arhar/Tur,931.8,24.6
andhra pradesh,WEST GODAVARI,Kharif     ,Arhar/Tur,931.8,24.6
andhra pradesh,WEST GODAVARI,Rabi       ,Arhar/Tur,931.8,24.6
andhra pradesh,ANANTAPUR,Kharif     ,Bajra,931.8,24.6
andhra pradesh,ANANTAPUR,Rabi       ,Bajra,931.8,24.6
andhra pradesh,CHITTOOR,Kharif     ,Bajra,931.8,24.6
andhra pradesh,CHITTOOR,Rabi       ,Bajra,931.8,24.6
andhra pradesh,EAST GODAVARI,Kharif     ,Bajra,931.8,24.6
andhra pradesh,GUNTUR,Kharif     ,Bajra,931.8,24.6
andhra pradesh,GUNTUR,Rabi       ,Bajra,931.8,24.6
andhra pradesh,KADAPA,Kharif     ,Bajra,931.8,24.6
andhra pradesh,KADAPA,Rabi       ,Bajra,931.8,24.6
andhra pradesh,KRISHNA,Kharif     ,Bajra,931.8,24.6
andhra pradesh,KURNOOL,Kharif     ,Bajra,931.8,24.6
andhra pradesh,KURNOOL,Rabi       ,Bajra,931.8,24.6
andhra pradesh,PRAKASAM,Kharif     ,Bajra,931.8,24.6
andhra pradesh,PRAKASAM,Rabi       ,Bajra,931.8,24.6
andhra pradesh,SPSR NELLORE,Kharif     ,Bajra,931.8,24.6
andhra pradesh,SPSR NELLORE,Rabi       ,Bajra,931.8,24.6
andhra pradesh,SRIKAKULAM,Kharif     ,Bajra,931.8,24.6
andhra pradesh,VISAKHAPATANAM,Kharif     ,Bajra,931.8,24.6
andhra pradesh,VIZIANAGARAM,Kharif     ,Bajra,931.8,24.6
andhra pradesh,WEST GODAVARI,Kharif     ,Bajra,931.8,24.6
andhra pradesh,ANANTAPUR,Kharif     ,Castor seed,931.8,24.6
andhra pradesh,CHITTOOR,Kharif     ,Castor seed,931.8,24.6
andhra pradesh,GUNTUR,Kharif     ,Castor seed,931.8,24.6
andhra pradesh,KADAPA,Kharif     ,Castor seed,931.8,24.6
andhra pradesh,KRISHNA,Kharif     ,Castor seed,931.8,24.6
andhra pradesh,KURNOOL,Kharif     ,Castor seed,931.8,24.6
andhra pradesh,PRAKASAM,Kharif     ,Castor seed,931.8,24.6
andhra pradesh,SPSR NELLORE,Kharif     ,Castor seed,931.8,24.6
andhra pradesh,VISAKHAPATANAM,Kharif     ,Castor seed,931.8,24.6
andhra pradesh,VIZIANAGARAM,Kharif     ,Castor seed,931.8,24.6
andhra pradesh,ANANTAPUR,Kharif     ,Cotton(lint),931.8,24.6
andhra pradesh,EAST GODAVARI,Kharif     ,Cotton(lint),931.8,24.6
andhra pradesh,GUNTUR,Kharif     ,Cotton(lint),931.8,24.6
andhra pradesh,KADAPA,Kharif     ,Cotton(lint),931.8,24.6
andhra pradesh,KRISHNA,Kharif     ,Cotton(lint),931.8,24.6
andhra pradesh,KURNOOL,Kharif     ,Cotton(lint),931.8,24.6
andhra pradesh,PRAKASAM,Kharif     ,Cotton(lint),931.8,24.6
andhra pradesh,SPSR NELLORE,Kharif     ,Cotton(lint),931.8,24.6
andhra pradesh,SRIKAKULAM,Kharif     ,Cotton(lint),931.8,24.6
andhra pradesh,VISAKHAPATANAM,Kharif     ,Cotton(lint),931.8,24.6
andhra pradesh,VIZIANAGARAM,Kharif     ,Cotton(lint),931.8,24.6
andhra pradesh,WEST GODAVARI,Kharif     ,Cotton(lint),931.8,24.6
andhra pradesh,ANANTAPUR,Kharif     ,Dry chillies,931.8,24.6
andhra pradesh,ANANTAPUR,Rabi       ,Dry chillies,931.8,24.6
andhra pradesh,CHITTOOR,Kharif     ,Dry chillies,931.8,24.6
andhra pradesh,CHITTOOR,Rabi       ,Dry chillies,931.8,24.6
andhra pradesh,EAST GODAVARI,Kharif     ,Dry chillies,931.8,24.6
andhra pradesh,EAST GODAVARI,Rabi       ,Dry chillies,931.8,24.6
andhra pradesh,GUNTUR,Kharif     ,Dry chillies,931.8,24.6
andhra pradesh,GUNTUR,Rabi       ,Dry chillies,931.8,24.6
andhra pradesh,KADAPA,Kharif     ,Dry chillies,931.8,24.6
andhra pradesh,KADAPA,Rabi       ,Dry chillies,931.8,24.6
andhra pradesh,KRISHNA,Kharif     ,Dry chillies,931.8,24.6
andhra pradesh,KRISHNA,Rabi       ,Dry chillies,931.8,24.6
andhra pradesh,KURNOOL,Kharif     ,Dry chillies,931.8,24.6
andhra pradesh,KURNOOL,Rabi       ,Dry chillies,931.8,24.6
andhra pradesh,PRAKASAM,Kharif     ,Dry chillies,931.8,24.6
andhra pradesh,PRAKASAM,Rabi       ,Dry chillies,931.8,24.6
andhra pradesh,SPSR NELLORE,Kharif     ,Dry chillies,931.8,24.6
andhra pradesh,SPSR NELLORE,Rabi       ,Dry chillies,931.8,24.6
andhra pradesh,SRIKAKULAM,Kharif     ,Dry chillies,931.8,24.6
andhra pradesh,SRIKAKULAM,Rabi       ,Dry chillies,931.8,24.6
andhra pradesh,VISAKHAPATANAM,Kharif     ,Dry chillies,931.8,24.6
andhra pradesh,VISAKHAPATANAM,Rabi       ,Dry chillies,931.8,24.6
andhra pradesh,VIZIANAGARAM,Kharif     ,Dry chillies,931.8,24.6
andhra pradesh,VIZIANAGARAM,Rabi       ,Dry chillies,931.8,24.6
andhra pradesh,WEST GODAVARI,Kharif     ,Dry chillies,931.8,24.6
andhra pradesh,WEST GODAVARI,Rabi       ,Dry chillies,931.8,24.6
andhra pradesh,ANANTAPUR,Kharif     ,Groundnut,931.8,24.6
andhra pradesh,ANANTAPUR,Rabi       ,Groundnut,931.8,24.6
andhra pradesh,CHITTOOR,Kharif     ,Groundnut,931.8,24.6
andhra pradesh,CHITTOOR,Rabi       ,Groundnut,931.8,24.6
andhra pradesh,EAST GODAVARI,Kharif     ,Groundnut,931.8,24.6
andhra pradesh,EAST GODAVARI,Rabi       ,Groundnut,931.8,24.6
andhra pradesh,GUNTUR,Kharif     ,Groundnut,931.8,24.6
andhra pradesh,GUNTUR,Rabi       ,Groundnut,931.8,24.6
andhra pradesh,KADAPA,Kharif     ,Groundnut,931.8,24.6
andhra pradesh,KADAPA,Rabi       ,Groundnut,931.8,24.6
andhra pradesh,KRISHNA,Kharif     ,Groundnut,931.8,24.6
andhra pradesh,KRISHNA,Rabi       ,Groundnut,931.8,24.6
andhra pradesh,KURNOOL,Kharif     ,Groundnut,931.8,24.6
andhra pradesh,KURNOOL,Rabi       ,Groundnut,931.8,24.6
andhra pradesh,PRAKASAM,Kharif     ,Groundnut,931.8,24.6
andhra pradesh,PRAKASAM,Rabi       ,Groundnut,931.8,24.6
andhra pradesh,SPSR NELLORE,Kharif     ,Groundnut,931.8,24.6
andhra pradesh,SPSR NELLORE,Rabi       ,Groundnut,931.8,24.6
andhra pradesh,SRIKAKULAM,Kharif     ,Groundnut,931.8,24.6
andhra pradesh,SRIKAKULAM,Rabi       ,Groundnut,931.8,24.6
andhra pradesh,VISAKHAPATANAM,Kharif     ,Groundnut,931.8,24.6
andhra pradesh,VISAKHAPATANAM,Rabi       ,Groundnut,931.8,24.6
andhra pradesh,VIZIANAGARAM,Kharif     ,Groundnut,931.8,24.6
andhra pradesh,VIZIANAGARAM,Rabi       ,Groundnut,931.8,24.6
andhra pradesh,WEST GODAVARI,Kharif     ,Groundnut,931.8,24.6
andhra pradesh,WEST GODAVARI,Rabi       ,Groundnut,931.8,24.6
andhra pradesh,ANANTAPUR,Kharif     ,Horse-gram,931.8,24.6
andhra pradesh,ANANTAPUR,Rabi       ,Horse-gram,931.8,24.6
andhra pradesh,CHITTOOR,Kharif     ,Horse-gram,931.8,24.6
andhra pradesh,CHITTOOR,Rabi       ,Horse-gram,931.8,24.6
andhra pradesh,EAST GODAVARI,Rabi       ,Horse-gram,931.8,24.6
andhra pradesh,KADAPA,Kharif     ,Horse-gram,931.8,24.6
andhra pradesh,KADAPA,Rabi       ,Horse-gram,931.8,24.6
andhra pradesh,KRISHNA,Kharif     ,Horse-gram,931.8,24.6
andhra pradesh,KRISHNA,Rabi       ,Horse-gram,931.8,24.6
andhra pradesh,KURNOOL,Kharif     ,Horse-gram,931.8,24.6
andhra pradesh,KURNOOL,Rabi       ,Horse-gram,931.8,24.6
andhra pradesh,PRAKASAM,Kharif     ,Horse-gram,931.8,24.6
andhra pradesh,PRAKASAM,Rabi       ,Horse-gram,931.8,24.6
andhra pradesh,SPSR NELLORE,Rabi       ,Horse-gram,931.8,24.6
andhra pradesh,SRIKAKULAM,Kharif     ,Horse-gram,931.8,24.6
andhra pradesh,SRIKAKULAM,Rabi       ,Horse-gram,931.8,24.6
andhra pradesh,VISAKHAPATANAM,Kharif     ,Horse-gram,931.8,24.6
andhra pradesh,VISAKHAPATANAM,Rabi       ,Horse-gram,931.8,24.6
andhra pradesh,VIZIANAGARAM,Rabi       ,Horse-gram,931.8,24.6
andhra pradesh,WEST GODAVARI,Rabi       ,Horse-gram,931.8,24.6
andhra pradesh,ANANTAPUR,Kharif     ,Jowar,931.8,24.6
andhra pradesh,ANANTAPUR,Rabi       ,Jowar,931.8,24.6
andhra pradesh,CHITTOOR,Kharif     ,Jowar,931.8,24.6
andhra pradesh,CHITTOOR,Rabi       ,Jowar,931.8,24.6
andhra pradesh,EAST GODAVARI,Kharif     ,Jowar,931.8,24.6
andhra pradesh,GUNTUR,Kharif     ,Jowar,931.8,24.6
andhra pradesh,GUNTUR,Rabi       ,Jowar,931.8,24.6
andhra pradesh,KADAPA,Kharif     ,Jowar,931.8,24.6
andhra pradesh,KADAPA,Rabi       ,Jowar,931.8,24.6
andhra pradesh,KRISHNA,Kharif     ,Jowar,931.8,24.6
andhra pradesh,KRISHNA,Rabi       ,Jowar,931.8,24.6
andhra pradesh,KURNOOL,Kharif     ,Jowar,931.8,24.6
andhra pradesh,KURNOOL,Rabi       ,Jowar,931.8,24.6
andhra pradesh,PRAKASAM,Kharif     ,Jowar,931.8,24.6
andhra pradesh,PRAKASAM,Rabi       ,Jowar,931.8,24.6
andhra pradesh,SPSR NELLORE,Kharif     ,Jowar,931.8,24.6
andhra pradesh,SPSR NELLORE,Rabi       ,Jowar,931.8,24.6
andhra pradesh,SRIKAKULAM,Kharif     ,Jowar,931.8,24.6
andhra pradesh,SRIKAKULAM,Rabi       ,Jowar,931.8,24.6
andhra pradesh,VISAKHAPATANAM,Kharif     ,Jowar,931.8,24.6
andhra pradesh,VISAKHAPATANAM,Rabi       ,Jowar,931.8,24.6
andhra pradesh,VIZIANAGARAM,Kharif     ,Jowar,931.8,24.6
andhra pradesh,VIZIANAGARAM,Rabi       ,Jowar,931.8,24.6
andhra pradesh,WEST GODAVARI,Kharif     ,Jowar,931.8,24.6
andhra pradesh,WEST GODAVARI,Rabi       ,Jowar,931.8,24.6
andhra pradesh,ANANTAPUR,Kharif     ,Korra,931.8,24.6
andhra pradesh,CHITTOOR,Kharif     ,Korra,931.8,24.6
andhra pradesh,EAST GODAVARI,Kharif     ,Korra,931.8,24.6
andhra pradesh,KADAPA,Kharif     ,Korra,931.8,24.6
andhra pradesh,KURNOOL,Kharif     ,Korra,931.8,24.6
andhra pradesh,PRAKASAM,Kharif     ,Korra,931.8,24.6
andhra pradesh,SRIKAKULAM,Kharif     ,Korra,931.8,24.6
andhra pradesh,VISAKHAPATANAM,Kharif     ,Korra,931.8,24.6
andhra pradesh,VIZIANAGARAM,Kharif     ,Korra,931.8,24.6
andhra pradesh,ANANTAPUR,Kharif     ,Maize,931.8,24.6
andhra pradesh,ANANTAPUR,Rabi       ,Maize,931.8,24.6
andhra pradesh,CHITTOOR,Kharif     ,Maize,931.8,24.6
andhra pradesh,CHITTOOR,Rabi       ,Maize,931.8,24.6
andhra pradesh,EAST GODAVARI,Kharif     ,Maize,931.8,24.6
andhra pradesh,EAST GODAVARI,Rabi       ,Maize,931.8,24.6
andhra pradesh,GUNTUR,Kharif     ,Maize,931.8,24.6
andhra pradesh,GUNTUR,Rabi       ,Maize,931.8,24.6
andhra pradesh,KADAPA,Kharif     ,Maize,931.8,24.6
andhra pradesh,KADAPA,Rabi       ,Maize,931.8,24.6
andhra pradesh,KRISHNA,Kharif     ,Maize,931.8,24.6
andhra pradesh,KRISHNA,Rabi       ,Maize,931.8,24.6
andhra pradesh,KURNOOL,Kharif     ,Maize,931.8,24.6
andhra pradesh,KURNOOL,Rabi       ,Maize,931.8,24.6
andhra pradesh,PRAKASAM,Kharif     ,Maize,931.8,24.6
andhra pradesh,PRAKASAM,Rabi       ,Maize,931.8,24.6
andhra pradesh,SPSR NELLORE,Kharif     ,Maize,931.8,24.6
andhra pradesh,SPSR NELLORE,Rabi       ,Maize,931.8,24.6
andhra pradesh,SRIKAKULAM,Kharif     ,Maize,931.8,24.6
andhra pradesh,SRIKAKULAM,Rabi       ,Maize,931.8,24.6
andhra pradesh,VISAKHAPATANAM,Kharif     ,Maize,931.8,24.6
andhra pradesh,VISAKHAPATANAM,Rabi       ,Maize,931.8,24.6
andhra pradesh,VIZIANAGARAM,Kharif     ,Maize,931.8,24.6
andhra pradesh,VIZIANAGARAM,Rabi       ,Maize,931.8,24.6
andhra pradesh,WEST GODAVARI,Kharif     ,Maize,931.8,24.6
andhra pradesh,WEST GODAVARI,Rabi       ,Maize,931.8,24.6
andhra pradesh,ANANTAPUR,Kharif     ,Moong(Green Gram),931.8,24.6
andhra pradesh,ANANTAPUR,Rabi       ,Moong(Green Gram),931.8,24.6
andhra pradesh,CHITTOOR,Kharif     ,Moong(Green Gram),931.8,24.6
andhra pradesh,CHITTOOR,Rabi       ,Moong(Green Gram),931.8,24.6
andhra pradesh,EAST GODAVARI,Kharif     ,Moong(Green Gram),931.8,24.6
andhra pradesh,EAST GODAVARI,Rabi       ,Moong(Green Gram),931.8,24.6
andhra pradesh,GUNTUR,Kharif     ,Moong(Green Gram),931.8,24.6
andhra pradesh,GUNTUR,Rabi       ,Moong(Green Gram),931.8,24.6
andhra pradesh,KADAPA,Kharif     ,Moong(Green Gram),931.8,24.6
andhra pradesh,KRISHNA,Kharif     ,Moong(Green Gram),931.8,24.6
andhra pradesh,KRISHNA,Rabi       ,Moong(Green Gram),931.8,24.6
andhra pradesh,KURNOOL,Kharif     ,Moong(Green Gram),931.8,24.6
andhra pradesh,KURNOOL,Rabi       ,Moong(Green Gram),931.8,24.6
andhra pradesh,PRAKASAM,Kharif     ,Moong(Green Gram),931.8,24.6
andhra pradesh,PRAKASAM,Rabi       ,Moong(Green Gram),931.8,24.6
andhra pradesh,SPSR NELLORE,Kharif     ,Moong(Green Gram),931.8,24.6
andhra pradesh,SPSR NELLORE,Rabi       ,Moong(Green Gram),931.8,24.6
andhra pradesh,SRIKAKULAM,Kharif     ,Moong(Green Gram),931.8,24.6
andhra pradesh,SRIKAKULAM,Rabi       ,Moong(Green Gram),931.8,24.6
andhra pradesh,VISAKHAPATANAM,Kharif     ,Moong(Green Gram),931.8,24.6
andhra pradesh,VISAKHAPATANAM,Rabi       ,Moong(Green Gram),931.8,24.6
andhra pradesh,VIZIANAGARAM,Kharif     ,Moong(Green Gram),931.8,24.6
andhra pradesh,VIZIANAGARAM,Rabi       ,Moong(Green Gram),931.8,24.6
andhra pradesh,WEST GODAVARI,Kharif     ,Moong(Green Gram),931.8,24.6
andhra pradesh,WEST GODAVARI,Rabi       ,Moong(Green Gram),931.8,24.6
andhra pradesh,ANANTAPUR,Kharif     ,Onion,931.8,24.6
andhra pradesh,ANANTAPUR,Rabi       ,Onion,931.8,24.6
andhra pradesh,CHITTOOR,Kharif     ,Onion,931.8,24.6
andhra pradesh,CHITTOOR,Rabi       ,Onion,931.8,24.6
andhra pradesh,EAST GODAVARI,Kharif     ,Onion,931.8,24.6
andhra pradesh,EAST GODAVARI,Rabi       ,Onion,931.8,24.6
andhra pradesh,GUNTUR,Kharif     ,Onion,931.8,24.6
andhra pradesh,GUNTUR,Rabi       ,Onion,931.8,24.6
andhra pradesh,KADAPA,Kharif     ,Onion,931.8,24.6
andhra pradesh,KADAPA,Rabi       ,Onion,931.8,24.6
andhra pradesh,KRISHNA,Kharif     ,Onion,931.8,24.6
andhra pradesh,KRISHNA,Rabi       ,Onion,931.8,24.6
andhra pradesh,KURNOOL,Kharif     ,Onion,931.8,24.6
andhra pradesh,KURNOOL,Rabi       ,Onion,931.8,24.6
andhra pradesh,PRAKASAM,Kharif     ,Onion,931.8,24.6
andhra pradesh,PRAKASAM,Rabi       ,Onion,931.8,24.6
andhra pradesh,SPSR NELLORE,Kharif     ,Onion,931.8,24.6
andhra pradesh,SPSR NELLORE,Rabi       ,Onion,931.8,24.6
andhra pradesh,SRIKAKULAM,Kharif     ,Onion,931.8,24.6
andhra pradesh,SRIKAKULAM,Rabi       ,Onion,931.8,24.6
andhra pradesh,VISAKHAPATANAM,Kharif     ,Onion,931.8,24.6
andhra pradesh,VISAKHAPATANAM,Rabi       ,Onion,931.8,24.6
andhra pradesh,VIZIANAGARAM,Kharif     ,Onion,931.8,24.6
andhra pradesh,VIZIANAGARAM,Rabi       ,Onion,931.8,24.6
andhra pradesh,ANANTAPUR,Kharif     ,Other Kharif pulses,931.8,24.6
andhra pradesh,CHITTOOR,Kharif     ,Other Kharif pulses,931.8,24.6
andhra pradesh,EAST GODAVARI,Kharif     ,Other Kharif pulses,931.8,24.6
andhra pradesh,KURNOOL,Kharif     ,Other Kharif pulses,931.8,24.6
andhra pradesh,SRIKAKULAM,Kharif     ,Other Kharif pulses,931.8,24.6
andhra pradesh,VISAKHAPATANAM,Kharif     ,Other Kharif pulses,931.8,24.6
andhra pradesh,ANANTAPUR,Kharif     ,Ragi,931.8,24.6
andhra pradesh,ANANTAPUR,Rabi       ,Ragi,931.8,24.6
andhra pradesh,CHITTOOR,Kharif     ,Ragi,931.8,24.6
andhra pradesh,CHITTOOR,Rabi       ,Ragi,931.8,24.6
andhra pradesh,EAST GODAVARI,Kharif     ,Ragi,931.8,24.6
andhra pradesh,EAST GODAVARI,Rabi       ,Ragi,931.8,24.6
andhra pradesh,KADAPA,Kharif     ,Ragi,931.8,24.6
andhra pradesh,KADAPA,Rabi       ,Ragi,931.8,24.6
andhra pradesh,KURNOOL,Kharif     ,Ragi,931.8,24.6
andhra pradesh,PRAKASAM,Kharif     ,Ragi,931.8,24.6
andhra pradesh,PRAKASAM,Rabi       ,Ragi,931.8,24.6
andhra pradesh,SPSR NELLORE,Kharif     ,Ragi,931.8,24.6
andhra pradesh,SPSR NELLORE,Rabi       ,Ragi,931.8,24.6
andhra pradesh,SRIKAKULAM,Kharif     ,Ragi,931.8,24.6
andhra pradesh,SRIKAKULAM,Rabi       ,Ragi,931.8,24.6
andhra pradesh,VISAKHAPATANAM,Kharif     ,Ragi,931.8,24.6
andhra pradesh,VISAKHAPATANAM,Rabi       ,Ragi,931.8,24.6
andhra pradesh,VIZIANAGARAM,Kharif     ,Ragi,931.8,24.6
andhra pradesh,VIZIANAGARAM,Rabi       ,Ragi,931.8,24.6
andhra pradesh,WEST GODAVARI,Rabi       ,Ragi,931.8,24.6
andhra pradesh,ANANTAPUR,Kharif     ,Rice,931.8,24.6
andhra pradesh,ANANTAPUR,Rabi       ,Rice,931.8,24.6
andhra pradesh,CHITTOOR,Kharif     ,Rice,931.8,24.6
andhra pradesh,CHITTOOR,Rabi       ,Rice,931.8,24.6
andhra pradesh,EAST GODAVARI,Kharif     ,Rice,931.8,24.6
andhra pradesh,EAST GODAVARI,Rabi       ,Rice,931.8,24.6
andhra pradesh,GUNTUR,Kharif     ,Rice,931.8,24.6
andhra pradesh,GUNTUR,Rabi       ,Rice,931.8,24.6
andhra pradesh,KADAPA,Kharif     ,Rice,931.8,24.6
andhra pradesh,KADAPA,Rabi       ,Rice,931.8,24.6
andhra pradesh,KRISHNA,Kharif     ,Rice,931.8,24.6
andhra pradesh,KRISHNA,Rabi       ,Rice,931.8,24.6
andhra pradesh,KURNOOL,Kharif     ,Rice,931.8,24.6
andhra pradesh,KURNOOL,Rabi       ,Rice,931.8,24.6
andhra pradesh,PRAKASAM,Kharif     ,Rice,931.8,24.6
andhra pradesh,PRAKASAM,Rabi       ,Rice,931.8,24.6
andhra pradesh,SPSR NELLORE,Kharif     ,Rice,931.8,24.6
andhra pradesh,SPSR NELLORE,Rabi       ,Rice,931.8,24.6
andhra pradesh,SRIKAKULAM,Kharif     ,Rice,931.8,24.6
andhra pradesh,SRIKAKULAM,Rabi       ,Rice,931.8,24.6
andhra pradesh,VISAKHAPATANAM,Kharif     ,Rice,931.8,24.6
andhra pradesh,VISAKHAPATANAM,Rabi       ,Rice,931.8,24.6
andhra pradesh,VIZIANAGARAM,Kharif     ,Rice,931.8,24.6
andhra pradesh,VIZIANAGARAM,Rabi       ,Rice,931.8,24.6
andhra pradesh,WEST GODAVARI,Kharif     ,Rice,931.8,24.6
andhra pradesh,WEST GODAVARI,Rabi       ,Rice,931.8,24.6
andhra pradesh,ANANTAPUR,Kharif     ,Samai,931.8,24.6
andhra pradesh,CHITTOOR,Kharif     ,Samai,931.8,24.6
andhra pradesh,EAST GODAVARI,Kharif     ,Samai,931.8,24.6
andhra pradesh,SRIKAKULAM,Kharif     ,Samai,931.8,24.6
andhra pradesh,VISAKHAPATANAM,Kharif     ,Samai,931.8,24.6
andhra pradesh,VIZIANAGARAM,Kharif     ,Samai,931.8,24.6
andhra pradesh,ANANTAPUR,Kharif     ,Small millets,931.8,24.6
andhra pradesh,ANANTAPUR,Rabi       ,Small millets,931.8,24.6
andhra pradesh,CHITTOOR,Kharif     ,Small millets,931.8,24.6
andhra pradesh,EAST GODAVARI,Kharif     ,Small millets,931.8,24.6
andhra pradesh,GUNTUR,Rabi       ,Small millets,931.8,24.6
andhra pradesh,KADAPA,Kharif     ,Small millets,931.8,24.6
andhra pradesh,KADAPA,Rabi       ,Small millets,931.8,24.6
andhra pradesh,KURNOOL,Kharif     ,Small millets,931.8,24.6
andhra pradesh,KURNOOL,Rabi       ,Small millets,931.8,24.6
andhra pradesh,PRAKASAM,Kharif     ,Small millets,931.8,24.6
andhra pradesh,PRAKASAM,Rabi       ,Small millets,931.8,24.6
andhra pradesh,SRIKAKULAM,Kharif     ,Small millets,931.8,24.6
andhra pradesh,VISAKHAPATANAM,Kharif     ,Small millets,931.8,24.6
andhra pradesh,VIZIANAGARAM,Kharif     ,Small millets,931.8,24.6
andhra pradesh,ANANTAPUR,Kharif     ,Soyabean,931.8,24.6
andhra pradesh,GUNTUR,Kharif     ,Soyabean,931.8,24.6
andhra pradesh,PRAKASAM,Kharif     ,Soyabean,931.8,24.6
andhra pradesh,ANANTAPUR,Kharif     ,Sunflower,931.8,24.6
andhra pradesh,CHITTOOR,Kharif     ,Sunflower,931.8,24.6
andhra pradesh,EAST GODAVARI,Kharif     ,Sunflower,931.8,24.6
andhra pradesh,GUNTUR,Kharif     ,Sunflower,931.8,24.6
andhra pradesh,KADAPA,Kharif     ,Sunflower,931.8,24.6
andhra pradesh,KRISHNA,Kharif     ,Sunflower,931.8,24.6
andhra pradesh,KURNOOL,Kharif     ,Sunflower,931.8,24.6
andhra pradesh,PRAKASAM,Kharif     ,Sunflower,931.8,24.6
andhra pradesh,SPSR NELLORE,Kharif     ,Sunflower,931.8,24.6
andhra pradesh,SRIKAKULAM,Kharif     ,Sunflower,931.8,24.6
andhra pradesh,VISAKHAPATANAM,Kharif     ,Sunflower,931.8,24.6
andhra pradesh,WEST GODAVARI,Kharif     ,Sunflower,931.8,24.6
andhra pradesh,ANANTAPUR,Kharif     ,Urad,931.8,24.6
andhra pradesh,CHITTOOR,Kharif     ,Urad,931.8,24.6
andhra pradesh,CHITTOOR,Rabi       ,Urad,931.8,24.6
andhra pradesh,EAST GODAVARI,Kharif     ,Urad,931.8,24.6
andhra pradesh,EAST GODAVARI,Rabi       ,Urad,931.8,24.6
andhra pradesh,GUNTUR,Kharif     ,Urad,931.8,24.6
andhra pradesh,GUNTUR,Rabi       ,Urad,931.8,24.6
andhra pradesh,KADAPA,Kharif     ,Urad,931.8,24.6
andhra pradesh,KADAPA,Rabi       ,Urad,931.8,24.6
andhra pradesh,KRISHNA,Kharif     ,Urad,931.8,24.6
andhra pradesh,KRISHNA,Rabi       ,Urad,931.8,24.6
andhra pradesh,KURNOOL,Kharif     ,Urad,931.8,24.6
andhra pradesh,KURNOOL,Rabi       ,Urad,931.8,24.6
andhra pradesh,PRAKASAM,Kharif     ,Urad,931.8,24.6
andhra pradesh,PRAKASAM,Rabi       ,Urad,931.8,24.6
andhra pradesh,SPSR NELLORE,Kharif     ,Urad,931.8,24.6
andhra pradesh,SPSR NELLORE,Rabi       ,Urad,931.8,24.6
andhra pradesh,SRIKAKULAM,Kharif     ,Urad,931.8,24.6
